"day","cci","quarter","cci_available"
2009-07-27,49.3,2009-07-01,0
2009-07-28,46.6,2009-07-01,1
2009-07-29,46.6,2009-07-01,1
2009-07-30,46.6,2009-07-01,1
2009-07-31,46.6,2009-07-01,1
2009-08-01,46.6,2009-07-01,1
2009-08-02,46.6,2009-07-01,1
2009-08-03,46.6,2009-07-01,1
2009-08-04,46.6,2009-07-01,1
2009-08-05,46.6,2009-07-01,1
2009-08-06,46.6,2009-07-01,1
2009-08-07,46.6,2009-07-01,1
2009-08-08,46.6,2009-07-01,1
2009-08-09,46.6,2009-07-01,1
2009-08-10,46.6,2009-07-01,1
2009-08-11,46.6,2009-07-01,1
2009-08-12,46.6,2009-07-01,1
2009-08-13,46.6,2009-07-01,1
2009-08-14,46.6,2009-07-01,1
2009-08-15,46.6,2009-07-01,1
2009-08-16,46.6,2009-07-01,1
2009-08-17,46.6,2009-07-01,1
2009-08-18,46.6,2009-07-01,1
2009-08-19,46.6,2009-07-01,1
2009-08-20,46.6,2009-07-01,1
2009-08-21,46.6,2009-07-01,1
2009-08-22,46.6,2009-07-01,1
2009-08-23,46.6,2009-07-01,1
2009-08-24,46.6,2009-07-01,1
2009-08-25,50.35,2009-07-01,2
2009-08-26,50.35,2009-07-01,2
2009-08-27,50.35,2009-07-01,2
2009-08-28,50.35,2009-07-01,2
2009-08-29,50.35,2009-07-01,2
2009-08-30,50.35,2009-07-01,2
2009-08-31,50.35,2009-07-01,2
2009-09-01,50.35,2009-07-01,2
2009-09-02,50.35,2009-07-01,2
2009-09-03,50.35,2009-07-01,2
2009-09-04,50.35,2009-07-01,2
2009-09-05,50.35,2009-07-01,2
2009-09-06,50.35,2009-07-01,2
2009-09-07,50.35,2009-07-01,2
2009-09-08,50.35,2009-07-01,2
2009-09-09,50.35,2009-07-01,2
2009-09-10,50.35,2009-07-01,2
2009-09-11,50.35,2009-07-01,2
2009-09-12,50.35,2009-07-01,2
2009-09-13,50.35,2009-07-01,2
2009-09-14,50.35,2009-07-01,2
2009-09-15,50.35,2009-07-01,2
2009-09-16,50.35,2009-07-01,2
2009-09-17,50.35,2009-07-01,2
2009-09-18,50.35,2009-07-01,2
2009-09-19,50.35,2009-07-01,2
2009-09-20,50.35,2009-07-01,2
2009-09-21,50.35,2009-07-01,2
2009-09-22,50.35,2009-07-01,2
2009-09-23,50.35,2009-07-01,2
2009-09-24,50.35,2009-07-01,2
2009-09-25,50.35,2009-07-01,2
2009-09-26,50.35,2009-07-01,2
2009-09-27,50.35,2009-07-01,2
2009-09-28,50.35,2009-07-01,2
2009-09-29,51.2666666666667,2009-07-01,3
2009-09-30,51.2666666666667,2009-07-01,3
2009-10-01,53.1,2009-10-01,0
2009-10-02,53.1,2009-10-01,0
2009-10-03,53.1,2009-10-01,0
2009-10-04,53.1,2009-10-01,0
2009-10-05,53.1,2009-10-01,0
2009-10-06,53.1,2009-10-01,0
2009-10-07,53.1,2009-10-01,0
2009-10-08,53.1,2009-10-01,0
2009-10-09,53.1,2009-10-01,0
2009-10-10,53.1,2009-10-01,0
2009-10-11,53.1,2009-10-01,0
2009-10-12,53.1,2009-10-01,0
2009-10-13,53.1,2009-10-01,0
2009-10-14,53.1,2009-10-01,0
2009-10-15,53.1,2009-10-01,0
2009-10-16,53.1,2009-10-01,0
2009-10-17,53.1,2009-10-01,0
2009-10-18,53.1,2009-10-01,0
2009-10-19,53.1,2009-10-01,0
2009-10-20,53.1,2009-10-01,0
2009-10-21,53.1,2009-10-01,0
2009-10-22,53.1,2009-10-01,0
2009-10-23,53.1,2009-10-01,0
2009-10-24,53.1,2009-10-01,0
2009-10-25,53.1,2009-10-01,0
2009-10-26,53.1,2009-10-01,0
2009-10-27,47.7,2009-10-01,1
2009-10-28,47.7,2009-10-01,1
2009-10-29,47.7,2009-10-01,1
2009-10-30,47.7,2009-10-01,1
2009-10-31,47.7,2009-10-01,1
2009-11-01,47.7,2009-10-01,1
2009-11-02,47.7,2009-10-01,1
2009-11-03,47.7,2009-10-01,1
2009-11-04,47.7,2009-10-01,1
2009-11-05,47.7,2009-10-01,1
2009-11-06,47.7,2009-10-01,1
2009-11-07,47.7,2009-10-01,1
2009-11-08,47.7,2009-10-01,1
2009-11-09,47.7,2009-10-01,1
2009-11-10,47.7,2009-10-01,1
2009-11-11,47.7,2009-10-01,1
2009-11-12,47.7,2009-10-01,1
2009-11-13,47.7,2009-10-01,1
2009-11-14,47.7,2009-10-01,1
2009-11-15,47.7,2009-10-01,1
2009-11-16,47.7,2009-10-01,1
2009-11-17,47.7,2009-10-01,1
2009-11-18,47.7,2009-10-01,1
2009-11-19,47.7,2009-10-01,1
2009-11-20,47.7,2009-10-01,1
2009-11-21,47.7,2009-10-01,1
2009-11-22,47.7,2009-10-01,1
2009-11-23,47.7,2009-10-01,1
2009-11-24,48.6,2009-10-01,2
2009-11-25,48.6,2009-10-01,2
2009-11-26,48.6,2009-10-01,2
2009-11-27,48.6,2009-10-01,2
2009-11-28,48.6,2009-10-01,2
2009-11-29,48.6,2009-10-01,2
2009-11-30,48.6,2009-10-01,2
2009-12-01,48.6,2009-10-01,2
2009-12-02,48.6,2009-10-01,2
2009-12-03,48.6,2009-10-01,2
2009-12-04,48.6,2009-10-01,2
2009-12-05,48.6,2009-10-01,2
2009-12-06,48.6,2009-10-01,2
2009-12-07,48.6,2009-10-01,2
2009-12-08,48.6,2009-10-01,2
2009-12-09,48.6,2009-10-01,2
2009-12-10,48.6,2009-10-01,2
2009-12-11,48.6,2009-10-01,2
2009-12-12,48.6,2009-10-01,2
2009-12-13,48.6,2009-10-01,2
2009-12-14,48.6,2009-10-01,2
2009-12-15,48.6,2009-10-01,2
2009-12-16,48.6,2009-10-01,2
2009-12-17,48.6,2009-10-01,2
2009-12-18,48.6,2009-10-01,2
2009-12-19,48.6,2009-10-01,2
2009-12-20,48.6,2009-10-01,2
2009-12-21,48.6,2009-10-01,2
2009-12-22,48.6,2009-10-01,2
2009-12-23,48.6,2009-10-01,2
2009-12-24,48.6,2009-10-01,2
2009-12-25,48.6,2009-10-01,2
2009-12-26,48.6,2009-10-01,2
2009-12-27,48.6,2009-10-01,2
2009-12-28,48.6,2009-10-01,2
2009-12-29,50.0333333333333,2009-10-01,3
2009-12-30,50.0333333333333,2009-10-01,3
2009-12-31,50.0333333333333,2009-10-01,3
2010-01-01,52.9,2010-01-01,0
2010-01-02,52.9,2010-01-01,0
2010-01-03,52.9,2010-01-01,0
2010-01-04,52.9,2010-01-01,0
2010-01-05,52.9,2010-01-01,0
2010-01-06,52.9,2010-01-01,0
2010-01-07,52.9,2010-01-01,0
2010-01-08,52.9,2010-01-01,0
2010-01-09,52.9,2010-01-01,0
2010-01-10,52.9,2010-01-01,0
2010-01-11,52.9,2010-01-01,0
2010-01-12,52.9,2010-01-01,0
2010-01-13,52.9,2010-01-01,0
2010-01-14,52.9,2010-01-01,0
2010-01-15,52.9,2010-01-01,0
2010-01-16,52.9,2010-01-01,0
2010-01-17,52.9,2010-01-01,0
2010-01-18,52.9,2010-01-01,0
2010-01-19,52.9,2010-01-01,0
2010-01-20,52.9,2010-01-01,0
2010-01-21,52.9,2010-01-01,0
2010-01-22,52.9,2010-01-01,0
2010-01-23,52.9,2010-01-01,0
2010-01-24,52.9,2010-01-01,0
2010-01-25,52.9,2010-01-01,0
2010-01-26,55.9,2010-01-01,1
2010-01-27,55.9,2010-01-01,1
2010-01-28,55.9,2010-01-01,1
2010-01-29,55.9,2010-01-01,1
2010-01-30,55.9,2010-01-01,1
2010-01-31,55.9,2010-01-01,1
2010-02-01,55.9,2010-01-01,1
2010-02-02,55.9,2010-01-01,1
2010-02-03,55.9,2010-01-01,1
2010-02-04,55.9,2010-01-01,1
2010-02-05,55.9,2010-01-01,1
2010-02-06,55.9,2010-01-01,1
2010-02-07,55.9,2010-01-01,1
2010-02-08,55.9,2010-01-01,1
2010-02-09,55.9,2010-01-01,1
2010-02-10,55.9,2010-01-01,1
2010-02-11,55.9,2010-01-01,1
2010-02-12,55.9,2010-01-01,1
2010-02-13,55.9,2010-01-01,1
2010-02-14,55.9,2010-01-01,1
2010-02-15,55.9,2010-01-01,1
2010-02-16,55.9,2010-01-01,1
2010-02-17,55.9,2010-01-01,1
2010-02-18,55.9,2010-01-01,1
2010-02-19,55.9,2010-01-01,1
2010-02-20,55.9,2010-01-01,1
2010-02-21,55.9,2010-01-01,1
2010-02-22,55.9,2010-01-01,1
2010-02-23,50.95,2010-01-01,2
2010-02-24,50.95,2010-01-01,2
2010-02-25,50.95,2010-01-01,2
2010-02-26,50.95,2010-01-01,2
2010-02-27,50.95,2010-01-01,2
2010-02-28,50.95,2010-01-01,2
2010-03-01,50.95,2010-01-01,2
2010-03-02,50.95,2010-01-01,2
2010-03-03,50.95,2010-01-01,2
2010-03-04,50.95,2010-01-01,2
2010-03-05,50.95,2010-01-01,2
2010-03-06,50.95,2010-01-01,2
2010-03-07,50.95,2010-01-01,2
2010-03-08,50.95,2010-01-01,2
2010-03-09,50.95,2010-01-01,2
2010-03-10,50.95,2010-01-01,2
2010-03-11,50.95,2010-01-01,2
2010-03-12,50.95,2010-01-01,2
2010-03-13,50.95,2010-01-01,2
2010-03-14,50.95,2010-01-01,2
2010-03-15,50.95,2010-01-01,2
2010-03-16,50.95,2010-01-01,2
2010-03-17,50.95,2010-01-01,2
2010-03-18,50.95,2010-01-01,2
2010-03-19,50.95,2010-01-01,2
2010-03-20,50.95,2010-01-01,2
2010-03-21,50.95,2010-01-01,2
2010-03-22,50.95,2010-01-01,2
2010-03-23,50.95,2010-01-01,2
2010-03-24,50.95,2010-01-01,2
2010-03-25,50.95,2010-01-01,2
2010-03-26,50.95,2010-01-01,2
2010-03-27,50.95,2010-01-01,2
2010-03-28,50.95,2010-01-01,2
2010-03-29,50.95,2010-01-01,2
2010-03-30,51.4666666666667,2010-01-01,3
2010-03-31,51.4666666666667,2010-01-01,3
2010-04-01,52.5,2010-04-01,0
2010-04-02,52.5,2010-04-01,0
2010-04-03,52.5,2010-04-01,0
2010-04-04,52.5,2010-04-01,0
2010-04-05,52.5,2010-04-01,0
2010-04-06,52.5,2010-04-01,0
2010-04-07,52.5,2010-04-01,0
2010-04-08,52.5,2010-04-01,0
2010-04-09,52.5,2010-04-01,0
2010-04-10,52.5,2010-04-01,0
2010-04-11,52.5,2010-04-01,0
2010-04-12,52.5,2010-04-01,0
2010-04-13,52.5,2010-04-01,0
2010-04-14,52.5,2010-04-01,0
2010-04-15,52.5,2010-04-01,0
2010-04-16,52.5,2010-04-01,0
2010-04-17,52.5,2010-04-01,0
2010-04-18,52.5,2010-04-01,0
2010-04-19,52.5,2010-04-01,0
2010-04-20,52.5,2010-04-01,0
2010-04-21,52.5,2010-04-01,0
2010-04-22,52.5,2010-04-01,0
2010-04-23,52.5,2010-04-01,0
2010-04-24,52.5,2010-04-01,0
2010-04-25,52.5,2010-04-01,0
2010-04-26,52.5,2010-04-01,0
2010-04-27,57.9,2010-04-01,1
2010-04-28,57.9,2010-04-01,1
2010-04-29,57.9,2010-04-01,1
2010-04-30,57.9,2010-04-01,1
2010-05-01,57.9,2010-04-01,1
2010-05-02,57.9,2010-04-01,1
2010-05-03,57.9,2010-04-01,1
2010-05-04,57.9,2010-04-01,1
2010-05-05,57.9,2010-04-01,1
2010-05-06,57.9,2010-04-01,1
2010-05-07,57.9,2010-04-01,1
2010-05-08,57.9,2010-04-01,1
2010-05-09,57.9,2010-04-01,1
2010-05-10,57.9,2010-04-01,1
2010-05-11,57.9,2010-04-01,1
2010-05-12,57.9,2010-04-01,1
2010-05-13,57.9,2010-04-01,1
2010-05-14,57.9,2010-04-01,1
2010-05-15,57.9,2010-04-01,1
2010-05-16,57.9,2010-04-01,1
2010-05-17,57.9,2010-04-01,1
2010-05-18,57.9,2010-04-01,1
2010-05-19,57.9,2010-04-01,1
2010-05-20,57.9,2010-04-01,1
2010-05-21,57.9,2010-04-01,1
2010-05-22,57.9,2010-04-01,1
2010-05-23,57.9,2010-04-01,1
2010-05-24,57.9,2010-04-01,1
2010-05-25,60.6,2010-04-01,2
2010-05-26,60.6,2010-04-01,2
2010-05-27,60.6,2010-04-01,2
2010-05-28,60.6,2010-04-01,2
2010-05-29,60.6,2010-04-01,2
2010-05-30,60.6,2010-04-01,2
2010-05-31,60.6,2010-04-01,2
2010-06-01,60.6,2010-04-01,2
2010-06-02,60.6,2010-04-01,2
2010-06-03,60.6,2010-04-01,2
2010-06-04,60.6,2010-04-01,2
2010-06-05,60.6,2010-04-01,2
2010-06-06,60.6,2010-04-01,2
2010-06-07,60.6,2010-04-01,2
2010-06-08,60.6,2010-04-01,2
2010-06-09,60.6,2010-04-01,2
2010-06-10,60.6,2010-04-01,2
2010-06-11,60.6,2010-04-01,2
2010-06-12,60.6,2010-04-01,2
2010-06-13,60.6,2010-04-01,2
2010-06-14,60.6,2010-04-01,2
2010-06-15,60.6,2010-04-01,2
2010-06-16,60.6,2010-04-01,2
2010-06-17,60.6,2010-04-01,2
2010-06-18,60.6,2010-04-01,2
2010-06-19,60.6,2010-04-01,2
2010-06-20,60.6,2010-04-01,2
2010-06-21,60.6,2010-04-01,2
2010-06-22,60.6,2010-04-01,2
2010-06-23,60.6,2010-04-01,2
2010-06-24,60.6,2010-04-01,2
2010-06-25,60.6,2010-04-01,2
2010-06-26,60.6,2010-04-01,2
2010-06-27,60.6,2010-04-01,2
2010-06-28,60.6,2010-04-01,2
2010-06-29,58.0333333333333,2010-04-01,3
2010-06-30,58.0333333333333,2010-04-01,3
2010-07-01,52.9,2010-07-01,0
2010-07-02,52.9,2010-07-01,0
2010-07-03,52.9,2010-07-01,0
2010-07-04,52.9,2010-07-01,0
2010-07-05,52.9,2010-07-01,0
2010-07-06,52.9,2010-07-01,0
2010-07-07,52.9,2010-07-01,0
2010-07-08,52.9,2010-07-01,0
2010-07-09,52.9,2010-07-01,0
2010-07-10,52.9,2010-07-01,0
2010-07-11,52.9,2010-07-01,0
2010-07-12,52.9,2010-07-01,0
2010-07-13,52.9,2010-07-01,0
2010-07-14,52.9,2010-07-01,0
2010-07-15,52.9,2010-07-01,0
2010-07-16,52.9,2010-07-01,0
2010-07-17,52.9,2010-07-01,0
2010-07-18,52.9,2010-07-01,0
2010-07-19,52.9,2010-07-01,0
2010-07-20,52.9,2010-07-01,0
2010-07-21,52.9,2010-07-01,0
2010-07-22,52.9,2010-07-01,0
2010-07-23,52.9,2010-07-01,0
2010-07-24,52.9,2010-07-01,0
2010-07-25,52.9,2010-07-01,0
2010-07-26,52.9,2010-07-01,0
2010-07-27,50.4,2010-07-01,1
2010-07-28,50.4,2010-07-01,1
2010-07-29,50.4,2010-07-01,1
2010-07-30,50.4,2010-07-01,1
2010-07-31,50.4,2010-07-01,1
2010-08-01,50.4,2010-07-01,1
2010-08-02,50.4,2010-07-01,1
2010-08-03,50.4,2010-07-01,1
2010-08-04,50.4,2010-07-01,1
2010-08-05,50.4,2010-07-01,1
2010-08-06,50.4,2010-07-01,1
2010-08-07,50.4,2010-07-01,1
2010-08-08,50.4,2010-07-01,1
2010-08-09,50.4,2010-07-01,1
2010-08-10,50.4,2010-07-01,1
2010-08-11,50.4,2010-07-01,1
2010-08-12,50.4,2010-07-01,1
2010-08-13,50.4,2010-07-01,1
2010-08-14,50.4,2010-07-01,1
2010-08-15,50.4,2010-07-01,1
2010-08-16,50.4,2010-07-01,1
2010-08-17,50.4,2010-07-01,1
2010-08-18,50.4,2010-07-01,1
2010-08-19,50.4,2010-07-01,1
2010-08-20,50.4,2010-07-01,1
2010-08-21,50.4,2010-07-01,1
2010-08-22,50.4,2010-07-01,1
2010-08-23,50.4,2010-07-01,1
2010-08-24,50.4,2010-07-01,1
2010-08-25,50.4,2010-07-01,1
2010-08-26,50.4,2010-07-01,1
2010-08-27,50.4,2010-07-01,1
2010-08-28,50.4,2010-07-01,1
2010-08-29,50.4,2010-07-01,1
2010-08-30,50.4,2010-07-01,1
2010-08-31,51.95,2010-07-01,2
2010-09-01,51.95,2010-07-01,2
2010-09-02,51.95,2010-07-01,2
2010-09-03,51.95,2010-07-01,2
2010-09-04,51.95,2010-07-01,2
2010-09-05,51.95,2010-07-01,2
2010-09-06,51.95,2010-07-01,2
2010-09-07,51.95,2010-07-01,2
2010-09-08,51.95,2010-07-01,2
2010-09-09,51.95,2010-07-01,2
2010-09-10,51.95,2010-07-01,2
2010-09-11,51.95,2010-07-01,2
2010-09-12,51.95,2010-07-01,2
2010-09-13,51.95,2010-07-01,2
2010-09-14,51.95,2010-07-01,2
2010-09-15,51.95,2010-07-01,2
2010-09-16,51.95,2010-07-01,2
2010-09-17,51.95,2010-07-01,2
2010-09-18,51.95,2010-07-01,2
2010-09-19,51.95,2010-07-01,2
2010-09-20,51.95,2010-07-01,2
2010-09-21,51.95,2010-07-01,2
2010-09-22,51.95,2010-07-01,2
2010-09-23,51.95,2010-07-01,2
2010-09-24,51.95,2010-07-01,2
2010-09-25,51.95,2010-07-01,2
2010-09-26,51.95,2010-07-01,2
2010-09-27,51.95,2010-07-01,2
2010-09-28,50.8,2010-07-01,3
2010-09-29,50.8,2010-07-01,3
2010-09-30,50.8,2010-07-01,3
2010-10-01,48.5,2010-10-01,0
2010-10-02,48.5,2010-10-01,0
2010-10-03,48.5,2010-10-01,0
2010-10-04,48.5,2010-10-01,0
2010-10-05,48.5,2010-10-01,0
2010-10-06,48.5,2010-10-01,0
2010-10-07,48.5,2010-10-01,0
2010-10-08,48.5,2010-10-01,0
2010-10-09,48.5,2010-10-01,0
2010-10-10,48.5,2010-10-01,0
2010-10-11,48.5,2010-10-01,0
2010-10-12,48.5,2010-10-01,0
2010-10-13,48.5,2010-10-01,0
2010-10-14,48.5,2010-10-01,0
2010-10-15,48.5,2010-10-01,0
2010-10-16,48.5,2010-10-01,0
2010-10-17,48.5,2010-10-01,0
2010-10-18,48.5,2010-10-01,0
2010-10-19,48.5,2010-10-01,0
2010-10-20,48.5,2010-10-01,0
2010-10-21,48.5,2010-10-01,0
2010-10-22,48.5,2010-10-01,0
2010-10-23,48.5,2010-10-01,0
2010-10-24,48.5,2010-10-01,0
2010-10-25,48.5,2010-10-01,0
2010-10-26,50.2,2010-10-01,1
2010-10-27,50.2,2010-10-01,1
2010-10-28,50.2,2010-10-01,1
2010-10-29,50.2,2010-10-01,1
2010-10-30,50.2,2010-10-01,1
2010-10-31,50.2,2010-10-01,1
2010-11-01,50.2,2010-10-01,1
2010-11-02,50.2,2010-10-01,1
2010-11-03,50.2,2010-10-01,1
2010-11-04,50.2,2010-10-01,1
2010-11-05,50.2,2010-10-01,1
2010-11-06,50.2,2010-10-01,1
2010-11-07,50.2,2010-10-01,1
2010-11-08,50.2,2010-10-01,1
2010-11-09,50.2,2010-10-01,1
2010-11-10,50.2,2010-10-01,1
2010-11-11,50.2,2010-10-01,1
2010-11-12,50.2,2010-10-01,1
2010-11-13,50.2,2010-10-01,1
2010-11-14,50.2,2010-10-01,1
2010-11-15,50.2,2010-10-01,1
2010-11-16,50.2,2010-10-01,1
2010-11-17,50.2,2010-10-01,1
2010-11-18,50.2,2010-10-01,1
2010-11-19,50.2,2010-10-01,1
2010-11-20,50.2,2010-10-01,1
2010-11-21,50.2,2010-10-01,1
2010-11-22,50.2,2010-10-01,1
2010-11-23,50.2,2010-10-01,1
2010-11-24,50.2,2010-10-01,1
2010-11-25,50.2,2010-10-01,1
2010-11-26,50.2,2010-10-01,1
2010-11-27,50.2,2010-10-01,1
2010-11-28,50.2,2010-10-01,1
2010-11-29,50.2,2010-10-01,1
2010-11-30,52.15,2010-10-01,2
2010-12-01,52.15,2010-10-01,2
2010-12-02,52.15,2010-10-01,2
2010-12-03,52.15,2010-10-01,2
2010-12-04,52.15,2010-10-01,2
2010-12-05,52.15,2010-10-01,2
2010-12-06,52.15,2010-10-01,2
2010-12-07,52.15,2010-10-01,2
2010-12-08,52.15,2010-10-01,2
2010-12-09,52.15,2010-10-01,2
2010-12-10,52.15,2010-10-01,2
2010-12-11,52.15,2010-10-01,2
2010-12-12,52.15,2010-10-01,2
2010-12-13,52.15,2010-10-01,2
2010-12-14,52.15,2010-10-01,2
2010-12-15,52.15,2010-10-01,2
2010-12-16,52.15,2010-10-01,2
2010-12-17,52.15,2010-10-01,2
2010-12-18,52.15,2010-10-01,2
2010-12-19,52.15,2010-10-01,2
2010-12-20,52.15,2010-10-01,2
2010-12-21,52.15,2010-10-01,2
2010-12-22,52.15,2010-10-01,2
2010-12-23,52.15,2010-10-01,2
2010-12-24,52.15,2010-10-01,2
2010-12-25,52.15,2010-10-01,2
2010-12-26,52.15,2010-10-01,2
2010-12-27,52.15,2010-10-01,2
2010-12-28,52.2666666666667,2010-10-01,3
2010-12-29,52.2666666666667,2010-10-01,3
2010-12-30,52.2666666666667,2010-10-01,3
2010-12-31,52.2666666666667,2010-10-01,3
2011-01-01,52.5,2011-01-01,0
2011-01-02,52.5,2011-01-01,0
2011-01-03,52.5,2011-01-01,0
2011-01-04,52.5,2011-01-01,0
2011-01-05,52.5,2011-01-01,0
2011-01-06,52.5,2011-01-01,0
2011-01-07,52.5,2011-01-01,0
2011-01-08,52.5,2011-01-01,0
2011-01-09,52.5,2011-01-01,0
2011-01-10,52.5,2011-01-01,0
2011-01-11,52.5,2011-01-01,0
2011-01-12,52.5,2011-01-01,0
2011-01-13,52.5,2011-01-01,0
2011-01-14,52.5,2011-01-01,0
2011-01-15,52.5,2011-01-01,0
2011-01-16,52.5,2011-01-01,0
2011-01-17,52.5,2011-01-01,0
2011-01-18,52.5,2011-01-01,0
2011-01-19,52.5,2011-01-01,0
2011-01-20,52.5,2011-01-01,0
2011-01-21,52.5,2011-01-01,0
2011-01-22,52.5,2011-01-01,0
2011-01-23,52.5,2011-01-01,0
2011-01-24,52.5,2011-01-01,0
2011-01-25,60.6,2011-01-01,1
2011-01-26,60.6,2011-01-01,1
2011-01-27,60.6,2011-01-01,1
2011-01-28,60.6,2011-01-01,1
2011-01-29,60.6,2011-01-01,1
2011-01-30,60.6,2011-01-01,1
2011-01-31,60.6,2011-01-01,1
2011-02-01,60.6,2011-01-01,1
2011-02-02,60.6,2011-01-01,1
2011-02-03,60.6,2011-01-01,1
2011-02-04,60.6,2011-01-01,1
2011-02-05,60.6,2011-01-01,1
2011-02-06,60.6,2011-01-01,1
2011-02-07,60.6,2011-01-01,1
2011-02-08,60.6,2011-01-01,1
2011-02-09,60.6,2011-01-01,1
2011-02-10,60.6,2011-01-01,1
2011-02-11,60.6,2011-01-01,1
2011-02-12,60.6,2011-01-01,1
2011-02-13,60.6,2011-01-01,1
2011-02-14,60.6,2011-01-01,1
2011-02-15,60.6,2011-01-01,1
2011-02-16,60.6,2011-01-01,1
2011-02-17,60.6,2011-01-01,1
2011-02-18,60.6,2011-01-01,1
2011-02-19,60.6,2011-01-01,1
2011-02-20,60.6,2011-01-01,1
2011-02-21,60.6,2011-01-01,1
2011-02-22,65.5,2011-01-01,2
2011-02-23,65.5,2011-01-01,2
2011-02-24,65.5,2011-01-01,2
2011-02-25,65.5,2011-01-01,2
2011-02-26,65.5,2011-01-01,2
2011-02-27,65.5,2011-01-01,2
2011-02-28,65.5,2011-01-01,2
2011-03-01,65.5,2011-01-01,2
2011-03-02,65.5,2011-01-01,2
2011-03-03,65.5,2011-01-01,2
2011-03-04,65.5,2011-01-01,2
2011-03-05,65.5,2011-01-01,2
2011-03-06,65.5,2011-01-01,2
2011-03-07,65.5,2011-01-01,2
2011-03-08,65.5,2011-01-01,2
2011-03-09,65.5,2011-01-01,2
2011-03-10,65.5,2011-01-01,2
2011-03-11,65.5,2011-01-01,2
2011-03-12,65.5,2011-01-01,2
2011-03-13,65.5,2011-01-01,2
2011-03-14,65.5,2011-01-01,2
2011-03-15,65.5,2011-01-01,2
2011-03-16,65.5,2011-01-01,2
2011-03-17,65.5,2011-01-01,2
2011-03-18,65.5,2011-01-01,2
2011-03-19,65.5,2011-01-01,2
2011-03-20,65.5,2011-01-01,2
2011-03-21,65.5,2011-01-01,2
2011-03-22,65.5,2011-01-01,2
2011-03-23,65.5,2011-01-01,2
2011-03-24,65.5,2011-01-01,2
2011-03-25,65.5,2011-01-01,2
2011-03-26,65.5,2011-01-01,2
2011-03-27,65.5,2011-01-01,2
2011-03-28,65.5,2011-01-01,2
2011-03-29,64.8,2011-01-01,3
2011-03-30,64.8,2011-01-01,3
2011-03-31,64.8,2011-01-01,3
2011-04-01,63.4,2011-04-01,0
2011-04-02,63.4,2011-04-01,0
2011-04-03,63.4,2011-04-01,0
2011-04-04,63.4,2011-04-01,0
2011-04-05,63.4,2011-04-01,0
2011-04-06,63.4,2011-04-01,0
2011-04-07,63.4,2011-04-01,0
2011-04-08,63.4,2011-04-01,0
2011-04-09,63.4,2011-04-01,0
2011-04-10,63.4,2011-04-01,0
2011-04-11,63.4,2011-04-01,0
2011-04-12,63.4,2011-04-01,0
2011-04-13,63.4,2011-04-01,0
2011-04-14,63.4,2011-04-01,0
2011-04-15,63.4,2011-04-01,0
2011-04-16,63.4,2011-04-01,0
2011-04-17,63.4,2011-04-01,0
2011-04-18,63.4,2011-04-01,0
2011-04-19,63.4,2011-04-01,0
2011-04-20,63.4,2011-04-01,0
2011-04-21,63.4,2011-04-01,0
2011-04-22,63.4,2011-04-01,0
2011-04-23,63.4,2011-04-01,0
2011-04-24,63.4,2011-04-01,0
2011-04-25,63.4,2011-04-01,0
2011-04-26,65.4,2011-04-01,1
2011-04-27,65.4,2011-04-01,1
2011-04-28,65.4,2011-04-01,1
2011-04-29,65.4,2011-04-01,1
2011-04-30,65.4,2011-04-01,1
2011-05-01,65.4,2011-04-01,1
2011-05-02,65.4,2011-04-01,1
2011-05-03,65.4,2011-04-01,1
2011-05-04,65.4,2011-04-01,1
2011-05-05,65.4,2011-04-01,1
2011-05-06,65.4,2011-04-01,1
2011-05-07,65.4,2011-04-01,1
2011-05-08,65.4,2011-04-01,1
2011-05-09,65.4,2011-04-01,1
2011-05-10,65.4,2011-04-01,1
2011-05-11,65.4,2011-04-01,1
2011-05-12,65.4,2011-04-01,1
2011-05-13,65.4,2011-04-01,1
2011-05-14,65.4,2011-04-01,1
2011-05-15,65.4,2011-04-01,1
2011-05-16,65.4,2011-04-01,1
2011-05-17,65.4,2011-04-01,1
2011-05-18,65.4,2011-04-01,1
2011-05-19,65.4,2011-04-01,1
2011-05-20,65.4,2011-04-01,1
2011-05-21,65.4,2011-04-01,1
2011-05-22,65.4,2011-04-01,1
2011-05-23,65.4,2011-04-01,1
2011-05-24,65.4,2011-04-01,1
2011-05-25,65.4,2011-04-01,1
2011-05-26,65.4,2011-04-01,1
2011-05-27,65.4,2011-04-01,1
2011-05-28,65.4,2011-04-01,1
2011-05-29,65.4,2011-04-01,1
2011-05-30,65.4,2011-04-01,1
2011-05-31,63.1,2011-04-01,2
2011-06-01,63.1,2011-04-01,2
2011-06-02,63.1,2011-04-01,2
2011-06-03,63.1,2011-04-01,2
2011-06-04,63.1,2011-04-01,2
2011-06-05,63.1,2011-04-01,2
2011-06-06,63.1,2011-04-01,2
2011-06-07,63.1,2011-04-01,2
2011-06-08,63.1,2011-04-01,2
2011-06-09,63.1,2011-04-01,2
2011-06-10,63.1,2011-04-01,2
2011-06-11,63.1,2011-04-01,2
2011-06-12,63.1,2011-04-01,2
2011-06-13,63.1,2011-04-01,2
2011-06-14,63.1,2011-04-01,2
2011-06-15,63.1,2011-04-01,2
2011-06-16,63.1,2011-04-01,2
2011-06-17,63.1,2011-04-01,2
2011-06-18,63.1,2011-04-01,2
2011-06-19,63.1,2011-04-01,2
2011-06-20,63.1,2011-04-01,2
2011-06-21,63.1,2011-04-01,2
2011-06-22,63.1,2011-04-01,2
