"day","cci","quarter","cci_available"
2004-05-25,93.2,2004-04-01,1
2004-05-26,93.2,2004-04-01,1
2004-05-27,93.2,2004-04-01,1
2004-05-28,93.2,2004-04-01,1
2004-05-29,93.2,2004-04-01,1
2004-05-30,93.2,2004-04-01,1
2004-05-31,93.2,2004-04-01,1
2004-06-01,93.2,2004-04-01,1
2004-06-02,93.2,2004-04-01,1
2004-06-03,93.2,2004-04-01,1
2004-06-04,93.2,2004-04-01,1
2004-06-05,93.2,2004-04-01,1
2004-06-06,93.2,2004-04-01,1
2004-06-07,93.2,2004-04-01,1
2004-06-08,93.2,2004-04-01,1
2004-06-09,93.2,2004-04-01,1
2004-06-10,93.2,2004-04-01,1
2004-06-11,93.2,2004-04-01,1
2004-06-12,93.2,2004-04-01,1
2004-06-13,93.2,2004-04-01,1
2004-06-14,93.2,2004-04-01,1
2004-06-15,93.2,2004-04-01,1
2004-06-16,93.2,2004-04-01,1
2004-06-17,93.2,2004-04-01,1
2004-06-18,93.2,2004-04-01,1
2004-06-19,93.2,2004-04-01,1
2004-06-20,93.2,2004-04-01,1
2004-06-21,93.2,2004-04-01,1
2004-06-22,93.2,2004-04-01,1
2004-06-23,93.2,2004-04-01,1
2004-06-24,93.2,2004-04-01,1
2004-06-25,93.2,2004-04-01,1
2004-06-26,93.2,2004-04-01,1
2004-06-27,93.2,2004-04-01,1
2004-06-28,93.2,2004-04-01,1
2004-06-29,97.55,2004-04-01,2
2004-06-30,97.55,2004-04-01,2
2004-07-01,101.9,2004-07-01,0
2004-07-02,101.9,2004-07-01,0
2004-07-03,101.9,2004-07-01,0
2004-07-04,101.9,2004-07-01,0
2004-07-05,101.9,2004-07-01,0
2004-07-06,101.9,2004-07-01,0
2004-07-07,101.9,2004-07-01,0
2004-07-08,101.9,2004-07-01,0
2004-07-09,101.9,2004-07-01,0
2004-07-10,101.9,2004-07-01,0
2004-07-11,101.9,2004-07-01,0
2004-07-12,101.9,2004-07-01,0
2004-07-13,101.9,2004-07-01,0
2004-07-14,101.9,2004-07-01,0
2004-07-15,101.9,2004-07-01,0
2004-07-16,101.9,2004-07-01,0
2004-07-17,101.9,2004-07-01,0
2004-07-18,101.9,2004-07-01,0
2004-07-19,101.9,2004-07-01,0
2004-07-20,101.9,2004-07-01,0
2004-07-21,101.9,2004-07-01,0
2004-07-22,101.9,2004-07-01,0
2004-07-23,101.9,2004-07-01,0
2004-07-24,101.9,2004-07-01,0
2004-07-25,101.9,2004-07-01,0
2004-07-26,101.9,2004-07-01,0
2004-07-27,106.1,2004-07-01,1
2004-07-28,106.1,2004-07-01,1
2004-07-29,106.1,2004-07-01,1
2004-07-30,106.1,2004-07-01,1
2004-07-31,106.1,2004-07-01,1
2004-08-01,106.1,2004-07-01,1
2004-08-02,106.1,2004-07-01,1
2004-08-03,106.1,2004-07-01,1
2004-08-04,106.1,2004-07-01,1
2004-08-05,106.1,2004-07-01,1
2004-08-06,106.1,2004-07-01,1
2004-08-07,106.1,2004-07-01,1
2004-08-08,106.1,2004-07-01,1
2004-08-09,106.1,2004-07-01,1
2004-08-10,106.1,2004-07-01,1
2004-08-11,106.1,2004-07-01,1
2004-08-12,106.1,2004-07-01,1
2004-08-13,106.1,2004-07-01,1
2004-08-14,106.1,2004-07-01,1
2004-08-15,106.1,2004-07-01,1
2004-08-16,106.1,2004-07-01,1
2004-08-17,106.1,2004-07-01,1
2004-08-18,106.1,2004-07-01,1
2004-08-19,106.1,2004-07-01,1
2004-08-20,106.1,2004-07-01,1
2004-08-21,106.1,2004-07-01,1
2004-08-22,106.1,2004-07-01,1
2004-08-23,106.1,2004-07-01,1
2004-08-24,106.1,2004-07-01,1
2004-08-25,106.1,2004-07-01,1
2004-08-26,106.1,2004-07-01,1
2004-08-27,106.1,2004-07-01,1
2004-08-28,106.1,2004-07-01,1
2004-08-29,106.1,2004-07-01,1
2004-08-30,106.1,2004-07-01,1
2004-08-31,102.15,2004-07-01,2
2004-09-01,102.15,2004-07-01,2
2004-09-02,102.15,2004-07-01,2
2004-09-03,102.15,2004-07-01,2
2004-09-04,102.15,2004-07-01,2
2004-09-05,102.15,2004-07-01,2
2004-09-06,102.15,2004-07-01,2
2004-09-07,102.15,2004-07-01,2
2004-09-08,102.15,2004-07-01,2
2004-09-09,102.15,2004-07-01,2
2004-09-10,102.15,2004-07-01,2
2004-09-11,102.15,2004-07-01,2
2004-09-12,102.15,2004-07-01,2
2004-09-13,102.15,2004-07-01,2
2004-09-14,102.15,2004-07-01,2
2004-09-15,102.15,2004-07-01,2
2004-09-16,102.15,2004-07-01,2
2004-09-17,102.15,2004-07-01,2
2004-09-18,102.15,2004-07-01,2
2004-09-19,102.15,2004-07-01,2
2004-09-20,102.15,2004-07-01,2
2004-09-21,102.15,2004-07-01,2
2004-09-22,102.15,2004-07-01,2
2004-09-23,102.15,2004-07-01,2
2004-09-24,102.15,2004-07-01,2
2004-09-25,102.15,2004-07-01,2
2004-09-26,102.15,2004-07-01,2
2004-09-27,102.15,2004-07-01,2
2004-09-28,100.366666666667,2004-07-01,3
2004-09-29,100.366666666667,2004-07-01,3
2004-09-30,100.366666666667,2004-07-01,3
2004-10-01,96.8,2004-10-01,0
2004-10-02,96.8,2004-10-01,0
2004-10-03,96.8,2004-10-01,0
2004-10-04,96.8,2004-10-01,0
2004-10-05,96.8,2004-10-01,0
2004-10-06,96.8,2004-10-01,0
2004-10-07,96.8,2004-10-01,0
2004-10-08,96.8,2004-10-01,0
2004-10-09,96.8,2004-10-01,0
2004-10-10,96.8,2004-10-01,0
2004-10-11,96.8,2004-10-01,0
2004-10-12,96.8,2004-10-01,0
2004-10-13,96.8,2004-10-01,0
2004-10-14,96.8,2004-10-01,0
2004-10-15,96.8,2004-10-01,0
2004-10-16,96.8,2004-10-01,0
2004-10-17,96.8,2004-10-01,0
2004-10-18,96.8,2004-10-01,0
2004-10-19,96.8,2004-10-01,0
2004-10-20,96.8,2004-10-01,0
2004-10-21,96.8,2004-10-01,0
2004-10-22,96.8,2004-10-01,0
2004-10-23,96.8,2004-10-01,0
2004-10-24,96.8,2004-10-01,0
2004-10-25,96.8,2004-10-01,0
2004-10-26,92.8,2004-10-01,1
2004-10-27,92.8,2004-10-01,1
2004-10-28,92.8,2004-10-01,1
2004-10-29,92.8,2004-10-01,1
2004-10-30,92.8,2004-10-01,1
2004-10-31,92.8,2004-10-01,1
2004-11-01,92.8,2004-10-01,1
2004-11-02,92.8,2004-10-01,1
2004-11-03,92.8,2004-10-01,1
2004-11-04,92.8,2004-10-01,1
2004-11-05,92.8,2004-10-01,1
2004-11-06,92.8,2004-10-01,1
2004-11-07,92.8,2004-10-01,1
2004-11-08,92.8,2004-10-01,1
2004-11-09,92.8,2004-10-01,1
2004-11-10,92.8,2004-10-01,1
2004-11-11,92.8,2004-10-01,1
2004-11-12,92.8,2004-10-01,1
2004-11-13,92.8,2004-10-01,1
2004-11-14,92.8,2004-10-01,1
2004-11-15,92.8,2004-10-01,1
2004-11-16,92.8,2004-10-01,1
2004-11-17,92.8,2004-10-01,1
2004-11-18,92.8,2004-10-01,1
2004-11-19,92.8,2004-10-01,1
2004-11-20,92.8,2004-10-01,1
2004-11-21,92.8,2004-10-01,1
2004-11-22,92.8,2004-10-01,1
2004-11-23,92.8,2004-10-01,1
2004-11-24,92.8,2004-10-01,1
2004-11-25,92.8,2004-10-01,1
2004-11-26,92.8,2004-10-01,1
2004-11-27,92.8,2004-10-01,1
2004-11-28,92.8,2004-10-01,1
2004-11-29,92.8,2004-10-01,1
2004-11-30,91.65,2004-10-01,2
2004-12-01,91.65,2004-10-01,2
2004-12-02,91.65,2004-10-01,2
2004-12-03,91.65,2004-10-01,2
2004-12-04,91.65,2004-10-01,2
2004-12-05,91.65,2004-10-01,2
2004-12-06,91.65,2004-10-01,2
2004-12-07,91.65,2004-10-01,2
2004-12-08,91.65,2004-10-01,2
2004-12-09,91.65,2004-10-01,2
2004-12-10,91.65,2004-10-01,2
2004-12-11,91.65,2004-10-01,2
2004-12-12,91.65,2004-10-01,2
2004-12-13,91.65,2004-10-01,2
2004-12-14,91.65,2004-10-01,2
2004-12-15,91.65,2004-10-01,2
2004-12-16,91.65,2004-10-01,2
2004-12-17,91.65,2004-10-01,2
2004-12-18,91.65,2004-10-01,2
2004-12-19,91.65,2004-10-01,2
2004-12-20,91.65,2004-10-01,2
2004-12-21,91.65,2004-10-01,2
2004-12-22,91.65,2004-10-01,2
2004-12-23,91.65,2004-10-01,2
2004-12-24,91.65,2004-10-01,2
2004-12-25,91.65,2004-10-01,2
2004-12-26,91.65,2004-10-01,2
2004-12-27,91.65,2004-10-01,2
2004-12-28,95.2,2004-10-01,3
2004-12-29,95.2,2004-10-01,3
2004-12-30,95.2,2004-10-01,3
2004-12-31,95.2,2004-10-01,3
2005-01-01,102.3,2005-01-01,0
2005-01-02,102.3,2005-01-01,0
2005-01-03,102.3,2005-01-01,0
2005-01-04,102.3,2005-01-01,0
2005-01-05,102.3,2005-01-01,0
2005-01-06,102.3,2005-01-01,0
2005-01-07,102.3,2005-01-01,0
2005-01-08,102.3,2005-01-01,0
2005-01-09,102.3,2005-01-01,0
2005-01-10,102.3,2005-01-01,0
2005-01-11,102.3,2005-01-01,0
2005-01-12,102.3,2005-01-01,0
2005-01-13,102.3,2005-01-01,0
2005-01-14,102.3,2005-01-01,0
2005-01-15,102.3,2005-01-01,0
2005-01-16,102.3,2005-01-01,0
2005-01-17,102.3,2005-01-01,0
2005-01-18,102.3,2005-01-01,0
2005-01-19,102.3,2005-01-01,0
2005-01-20,102.3,2005-01-01,0
2005-01-21,102.3,2005-01-01,0
2005-01-22,102.3,2005-01-01,0
2005-01-23,102.3,2005-01-01,0
2005-01-24,102.3,2005-01-01,0
2005-01-25,103.4,2005-01-01,1
2005-01-26,103.4,2005-01-01,1
2005-01-27,103.4,2005-01-01,1
2005-01-28,103.4,2005-01-01,1
2005-01-29,103.4,2005-01-01,1
2005-01-30,103.4,2005-01-01,1
2005-01-31,103.4,2005-01-01,1
2005-02-01,103.4,2005-01-01,1
2005-02-02,103.4,2005-01-01,1
2005-02-03,103.4,2005-01-01,1
2005-02-04,103.4,2005-01-01,1
2005-02-05,103.4,2005-01-01,1
2005-02-06,103.4,2005-01-01,1
2005-02-07,103.4,2005-01-01,1
2005-02-08,103.4,2005-01-01,1
2005-02-09,103.4,2005-01-01,1
2005-02-10,103.4,2005-01-01,1
2005-02-11,103.4,2005-01-01,1
2005-02-12,103.4,2005-01-01,1
2005-02-13,103.4,2005-01-01,1
2005-02-14,103.4,2005-01-01,1
2005-02-15,103.4,2005-01-01,1
2005-02-16,103.4,2005-01-01,1
2005-02-17,103.4,2005-01-01,1
2005-02-18,103.4,2005-01-01,1
2005-02-19,103.4,2005-01-01,1
2005-02-20,103.4,2005-01-01,1
2005-02-21,103.4,2005-01-01,1
2005-02-22,103.7,2005-01-01,2
2005-02-23,103.7,2005-01-01,2
2005-02-24,103.7,2005-01-01,2
2005-02-25,103.7,2005-01-01,2
2005-02-26,103.7,2005-01-01,2
2005-02-27,103.7,2005-01-01,2
2005-02-28,103.7,2005-01-01,2
2005-03-01,103.7,2005-01-01,2
2005-03-02,103.7,2005-01-01,2
2005-03-03,103.7,2005-01-01,2
2005-03-04,103.7,2005-01-01,2
2005-03-05,103.7,2005-01-01,2
2005-03-06,103.7,2005-01-01,2
2005-03-07,103.7,2005-01-01,2
2005-03-08,103.7,2005-01-01,2
2005-03-09,103.7,2005-01-01,2
2005-03-10,103.7,2005-01-01,2
2005-03-11,103.7,2005-01-01,2
2005-03-12,103.7,2005-01-01,2
2005-03-13,103.7,2005-01-01,2
2005-03-14,103.7,2005-01-01,2
2005-03-15,103.7,2005-01-01,2
2005-03-16,103.7,2005-01-01,2
2005-03-17,103.7,2005-01-01,2
2005-03-18,103.7,2005-01-01,2
2005-03-19,103.7,2005-01-01,2
2005-03-20,103.7,2005-01-01,2
2005-03-21,103.7,2005-01-01,2
2005-03-22,103.7,2005-01-01,2
2005-03-23,103.7,2005-01-01,2
2005-03-24,103.7,2005-01-01,2
2005-03-25,103.7,2005-01-01,2
2005-03-26,103.7,2005-01-01,2
2005-03-27,103.7,2005-01-01,2
2005-03-28,103.7,2005-01-01,2
2005-03-29,103.266666666667,2005-01-01,3
2005-03-30,103.266666666667,2005-01-01,3
2005-03-31,103.266666666667,2005-01-01,3
2005-04-01,102.4,2005-04-01,0
2005-04-02,102.4,2005-04-01,0
2005-04-03,102.4,2005-04-01,0
2005-04-04,102.4,2005-04-01,0
2005-04-05,102.4,2005-04-01,0
2005-04-06,102.4,2005-04-01,0
2005-04-07,102.4,2005-04-01,0
2005-04-08,102.4,2005-04-01,0
2005-04-09,102.4,2005-04-01,0
2005-04-10,102.4,2005-04-01,0
2005-04-11,102.4,2005-04-01,0
2005-04-12,102.4,2005-04-01,0
2005-04-13,102.4,2005-04-01,0
2005-04-14,102.4,2005-04-01,0
2005-04-15,102.4,2005-04-01,0
2005-04-16,102.4,2005-04-01,0
2005-04-17,102.4,2005-04-01,0
2005-04-18,102.4,2005-04-01,0
2005-04-19,102.4,2005-04-01,0
2005-04-20,102.4,2005-04-01,0
2005-04-21,102.4,2005-04-01,0
2005-04-22,102.4,2005-04-01,0
2005-04-23,102.4,2005-04-01,0
2005-04-24,102.4,2005-04-01,0
2005-04-25,102.4,2005-04-01,0
2005-04-26,97.7,2005-04-01,1
2005-04-27,97.7,2005-04-01,1
2005-04-28,97.7,2005-04-01,1
2005-04-29,97.7,2005-04-01,1
2005-04-30,97.7,2005-04-01,1
2005-05-01,97.7,2005-04-01,1
2005-05-02,97.7,2005-04-01,1
2005-05-03,97.7,2005-04-01,1
2005-05-04,97.7,2005-04-01,1
2005-05-05,97.7,2005-04-01,1
2005-05-06,97.7,2005-04-01,1
2005-05-07,97.7,2005-04-01,1
2005-05-08,97.7,2005-04-01,1
2005-05-09,97.7,2005-04-01,1
2005-05-10,97.7,2005-04-01,1
2005-05-11,97.7,2005-04-01,1
2005-05-12,97.7,2005-04-01,1
2005-05-13,97.7,2005-04-01,1
2005-05-14,97.7,2005-04-01,1
2005-05-15,97.7,2005-04-01,1
2005-05-16,97.7,2005-04-01,1
2005-05-17,97.7,2005-04-01,1
2005-05-18,97.7,2005-04-01,1
2005-05-19,97.7,2005-04-01,1
2005-05-20,97.7,2005-04-01,1
2005-05-21,97.7,2005-04-01,1
2005-05-22,97.7,2005-04-01,1
2005-05-23,97.7,2005-04-01,1
2005-05-24,97.7,2005-04-01,1
2005-05-25,97.7,2005-04-01,1
2005-05-26,97.7,2005-04-01,1
2005-05-27,97.7,2005-04-01,1
2005-05-28,97.7,2005-04-01,1
2005-05-29,97.7,2005-04-01,1
2005-05-30,97.7,2005-04-01,1
2005-05-31,99.95,2005-04-01,2
2005-06-01,99.95,2005-04-01,2
2005-06-02,99.95,2005-04-01,2
2005-06-03,99.95,2005-04-01,2
2005-06-04,99.95,2005-04-01,2
2005-06-05,99.95,2005-04-01,2
2005-06-06,99.95,2005-04-01,2
2005-06-07,99.95,2005-04-01,2
2005-06-08,99.95,2005-04-01,2
2005-06-09,99.95,2005-04-01,2
2005-06-10,99.95,2005-04-01,2
2005-06-11,99.95,2005-04-01,2
2005-06-12,99.95,2005-04-01,2
2005-06-13,99.95,2005-04-01,2
2005-06-14,99.95,2005-04-01,2
2005-06-15,99.95,2005-04-01,2
2005-06-16,99.95,2005-04-01,2
2005-06-17,99.95,2005-04-01,2
2005-06-18,99.95,2005-04-01,2
2005-06-19,99.95,2005-04-01,2
2005-06-20,99.95,2005-04-01,2
2005-06-21,99.95,2005-04-01,2
2005-06-22,99.95,2005-04-01,2
2005-06-23,99.95,2005-04-01,2
2005-06-24,99.95,2005-04-01,2
2005-06-25,99.95,2005-04-01,2
2005-06-26,99.95,2005-04-01,2
2005-06-27,99.95,2005-04-01,2
2005-06-28,101.9,2005-04-01,3
2005-06-29,101.9,2005-04-01,3
2005-06-30,101.9,2005-04-01,3
2005-07-01,105.8,2005-07-01,0
2005-07-02,105.8,2005-07-01,0
2005-07-03,105.8,2005-07-01,0
2005-07-04,105.8,2005-07-01,0
2005-07-05,105.8,2005-07-01,0
2005-07-06,105.8,2005-07-01,0
2005-07-07,105.8,2005-07-01,0
2005-07-08,105.8,2005-07-01,0
2005-07-09,105.8,2005-07-01,0
2005-07-10,105.8,2005-07-01,0
2005-07-11,105.8,2005-07-01,0
2005-07-12,105.8,2005-07-01,0
2005-07-13,105.8,2005-07-01,0
2005-07-14,105.8,2005-07-01,0
2005-07-15,105.8,2005-07-01,0
2005-07-16,105.8,2005-07-01,0
2005-07-17,105.8,2005-07-01,0
2005-07-18,105.8,2005-07-01,0
2005-07-19,105.8,2005-07-01,0
2005-07-20,105.8,2005-07-01,0
2005-07-21,105.8,2005-07-01,0
2005-07-22,105.8,2005-07-01,0
2005-07-23,105.8,2005-07-01,0
2005-07-24,105.8,2005-07-01,0
2005-07-25,105.8,2005-07-01,0
2005-07-26,103.2,2005-07-01,1
2005-07-27,103.2,2005-07-01,1
2005-07-28,103.2,2005-07-01,1
2005-07-29,103.2,2005-07-01,1
2005-07-30,103.2,2005-07-01,1
2005-07-31,103.2,2005-07-01,1
2005-08-01,103.2,2005-07-01,1
2005-08-02,103.2,2005-07-01,1
2005-08-03,103.2,2005-07-01,1
2005-08-04,103.2,2005-07-01,1
2005-08-05,103.2,2005-07-01,1
2005-08-06,103.2,2005-07-01,1
2005-08-07,103.2,2005-07-01,1
2005-08-08,103.2,2005-07-01,1
2005-08-09,103.2,2005-07-01,1
2005-08-10,103.2,2005-07-01,1
2005-08-11,103.2,2005-07-01,1
2005-08-12,103.2,2005-07-01,1
2005-08-13,103.2,2005-07-01,1
2005-08-14,103.2,2005-07-01,1
2005-08-15,103.2,2005-07-01,1
2005-08-16,103.2,2005-07-01,1
2005-08-17,103.2,2005-07-01,1
2005-08-18,103.2,2005-07-01,1
2005-08-19,103.2,2005-07-01,1
2005-08-20,103.2,2005-07-01,1
2005-08-21,103.2,2005-07-01,1
2005-08-22,103.2,2005-07-01,1
2005-08-23,103.2,2005-07-01,1
2005-08-24,103.2,2005-07-01,1
2005-08-25,103.2,2005-07-01,1
2005-08-26,103.2,2005-07-01,1
2005-08-27,103.2,2005-07-01,1
2005-08-28,103.2,2005-07-01,1
2005-08-29,103.2,2005-07-01,1
2005-08-30,104.4,2005-07-01,2
2005-08-31,104.4,2005-07-01,2
2005-09-01,104.4,2005-07-01,2
2005-09-02,104.4,2005-07-01,2
2005-09-03,104.4,2005-07-01,2
2005-09-04,104.4,2005-07-01,2
2005-09-05,104.4,2005-07-01,2
2005-09-06,104.4,2005-07-01,2
2005-09-07,104.4,2005-07-01,2
2005-09-08,104.4,2005-07-01,2
2005-09-09,104.4,2005-07-01,2
2005-09-10,104.4,2005-07-01,2
2005-09-11,104.4,2005-07-01,2
2005-09-12,104.4,2005-07-01,2
2005-09-13,104.4,2005-07-01,2
2005-09-14,104.4,2005-07-01,2
2005-09-15,104.4,2005-07-01,2
2005-09-16,104.4,2005-07-01,2
2005-09-17,104.4,2005-07-01,2
2005-09-18,104.4,2005-07-01,2
2005-09-19,104.4,2005-07-01,2
2005-09-20,104.4,2005-07-01,2
2005-09-21,104.4,2005-07-01,2
2005-09-22,104.4,2005-07-01,2
2005-09-23,104.4,2005-07-01,2
2005-09-24,104.4,2005-07-01,2
2005-09-25,104.4,2005-07-01,2
2005-09-26,104.4,2005-07-01,2
2005-09-27,98.4666666666667,2005-07-01,3
2005-09-28,98.4666666666667,2005-07-01,3
2005-09-29,98.4666666666667,2005-07-01,3
2005-09-30,98.4666666666667,2005-07-01,3
2005-10-01,86.6,2005-10-01,0
2005-10-02,86.6,2005-10-01,0
2005-10-03,86.6,2005-10-01,0
2005-10-04,86.6,2005-10-01,0
2005-10-05,86.6,2005-10-01,0
2005-10-06,86.6,2005-10-01,0
2005-10-07,86.6,2005-10-01,0
2005-10-08,86.6,2005-10-01,0
2005-10-09,86.6,2005-10-01,0
2005-10-10,86.6,2005-10-01,0
2005-10-11,86.6,2005-10-01,0
2005-10-12,86.6,2005-10-01,0
2005-10-13,86.6,2005-10-01,0
2005-10-14,86.6,2005-10-01,0
2005-10-15,86.6,2005-10-01,0
2005-10-16,86.6,2005-10-01,0
2005-10-17,86.6,2005-10-01,0
2005-10-18,86.6,2005-10-01,0
2005-10-19,86.6,2005-10-01,0
2005-10-20,86.6,2005-10-01,0
2005-10-21,86.6,2005-10-01,0
2005-10-22,86.6,2005-10-01,0
2005-10-23,86.6,2005-10-01,0
2005-10-24,86.6,2005-10-01,0
2005-10-25,85,2005-10-01,1
2005-10-26,85,2005-10-01,1
2005-10-27,85,2005-10-01,1
2005-10-28,85,2005-10-01,1
2005-10-29,85,2005-10-01,1
2005-10-30,85,2005-10-01,1
2005-10-31,85,2005-10-01,1
2005-11-01,85,2005-10-01,1
2005-11-02,85,2005-10-01,1
2005-11-03,85,2005-10-01,1
2005-11-04,85,2005-10-01,1
2005-11-05,85,2005-10-01,1
2005-11-06,85,2005-10-01,1
2005-11-07,85,2005-10-01,1
2005-11-08,85,2005-10-01,1
2005-11-09,85,2005-10-01,1
2005-11-10,85,2005-10-01,1
2005-11-11,85,2005-10-01,1
2005-11-12,85,2005-10-01,1
2005-11-13,85,2005-10-01,1
2005-11-14,85,2005-10-01,1
2005-11-15,85,2005-10-01,1
2005-11-16,85,2005-10-01,1
2005-11-17,85,2005-10-01,1
2005-11-18,85,2005-10-01,1
2005-11-19,85,2005-10-01,1
2005-11-20,85,2005-10-01,1
2005-11-21,85,2005-10-01,1
2005-11-22,85,2005-10-01,1
2005-11-23,85,2005-10-01,1
2005-11-24,85,2005-10-01,1
2005-11-25,85,2005-10-01,1
2005-11-26,85,2005-10-01,1
2005-11-27,85,2005-10-01,1
2005-11-28,85,2005-10-01,1
2005-11-29,91.95,2005-10-01,2
2005-11-30,91.95,2005-10-01,2
2005-12-01,91.95,2005-10-01,2
2005-12-02,91.95,2005-10-01,2
2005-12-03,91.95,2005-10-01,2
2005-12-04,91.95,2005-10-01,2
2005-12-05,91.95,2005-10-01,2
2005-12-06,91.95,2005-10-01,2
2005-12-07,91.95,2005-10-01,2
2005-12-08,91.95,2005-10-01,2
2005-12-09,91.95,2005-10-01,2
2005-12-10,91.95,2005-10-01,2
2005-12-11,91.95,2005-10-01,2
2005-12-12,91.95,2005-10-01,2
2005-12-13,91.95,2005-10-01,2
2005-12-14,91.95,2005-10-01,2
2005-12-15,91.95,2005-10-01,2
2005-12-16,91.95,2005-10-01,2
2005-12-17,91.95,2005-10-01,2
2005-12-18,91.95,2005-10-01,2
2005-12-19,91.95,2005-10-01,2
2005-12-20,91.95,2005-10-01,2
2005-12-21,91.95,2005-10-01,2
2005-12-22,91.95,2005-10-01,2
2005-12-23,91.95,2005-10-01,2
2005-12-24,91.95,2005-10-01,2
2005-12-25,91.95,2005-10-01,2
2005-12-26,91.95,2005-10-01,2
2005-12-27,91.95,2005-10-01,2
2005-12-28,95.8333333333333,2005-10-01,3
2005-12-29,95.8333333333333,2005-10-01,3
2005-12-30,95.8333333333333,2005-10-01,3
2005-12-31,95.8333333333333,2005-10-01,3
2006-01-01,103.6,2006-01-01,0
2006-01-02,103.6,2006-01-01,0
2006-01-03,103.6,2006-01-01,0
2006-01-04,103.6,2006-01-01,0
2006-01-05,103.6,2006-01-01,0
2006-01-06,103.6,2006-01-01,0
2006-01-07,103.6,2006-01-01,0
2006-01-08,103.6,2006-01-01,0
2006-01-09,103.6,2006-01-01,0
2006-01-10,103.6,2006-01-01,0
2006-01-11,103.6,2006-01-01,0
2006-01-12,103.6,2006-01-01,0
2006-01-13,103.6,2006-01-01,0
2006-01-14,103.6,2006-01-01,0
2006-01-15,103.6,2006-01-01,0
2006-01-16,103.6,2006-01-01,0
2006-01-17,103.6,2006-01-01,0
2006-01-18,103.6,2006-01-01,0
2006-01-19,103.6,2006-01-01,0
2006-01-20,103.6,2006-01-01,0
2006-01-21,103.6,2006-01-01,0
2006-01-22,103.6,2006-01-01,0
2006-01-23,103.6,2006-01-01,0
2006-01-24,103.6,2006-01-01,0
2006-01-25,103.6,2006-01-01,0
2006-01-26,103.6,2006-01-01,0
2006-01-27,103.6,2006-01-01,0
2006-01-28,103.6,2006-01-01,0
2006-01-29,103.6,2006-01-01,0
2006-01-30,103.6,2006-01-01,0
2006-01-31,106.3,2006-01-01,1
2006-02-01,106.3,2006-01-01,1
2006-02-02,106.3,2006-01-01,1
2006-02-03,106.3,2006-01-01,1
2006-02-04,106.3,2006-01-01,1
2006-02-05,106.3,2006-01-01,1
2006-02-06,106.3,2006-01-01,1
2006-02-07,106.3,2006-01-01,1
2006-02-08,106.3,2006-01-01,1
2006-02-09,106.3,2006-01-01,1
2006-02-10,106.3,2006-01-01,1
2006-02-11,106.3,2006-01-01,1
2006-02-12,106.3,2006-01-01,1
2006-02-13,106.3,2006-01-01,1
2006-02-14,106.3,2006-01-01,1
2006-02-15,106.3,2006-01-01,1
2006-02-16,106.3,2006-01-01,1
2006-02-17,106.3,2006-01-01,1
2006-02-18,106.3,2006-01-01,1
2006-02-19,106.3,2006-01-01,1
2006-02-20,106.3,2006-01-01,1
2006-02-21,106.3,2006-01-01,1
2006-02-22,106.3,2006-01-01,1
2006-02-23,106.3,2006-01-01,1
2006-02-24,106.3,2006-01-01,1
2006-02-25,106.3,2006-01-01,1
2006-02-26,106.3,2006-01-01,1
2006-02-27,106.3,2006-01-01,1
2006-02-28,104,2006-01-01,2
2006-03-01,104,2006-01-01,2
2006-03-02,104,2006-01-01,2
2006-03-03,104,2006-01-01,2
2006-03-04,104,2006-01-01,2
2006-03-05,104,2006-01-01,2
2006-03-06,104,2006-01-01,2
2006-03-07,104,2006-01-01,2
2006-03-08,104,2006-01-01,2
2006-03-09,104,2006-01-01,2
2006-03-10,104,2006-01-01,2
2006-03-11,104,2006-01-01,2
2006-03-12,104,2006-01-01,2
2006-03-13,104,2006-01-01,2
2006-03-14,104,2006-01-01,2
2006-03-15,104,2006-01-01,2
2006-03-16,104,2006-01-01,2
2006-03-17,104,2006-01-01,2
2006-03-18,104,2006-01-01,2
2006-03-19,104,2006-01-01,2
2006-03-20,104,2006-01-01,2
2006-03-21,104,2006-01-01,2
2006-03-22,104,2006-01-01,2
2006-03-23,104,2006-01-01,2
2006-03-24,104,2006-01-01,2
2006-03-25,104,2006-01-01,2
2006-03-26,104,2006-01-01,2
2006-03-27,104,2006-01-01,2
2006-03-28,105.066666666667,2006-01-01,3
2006-03-29,105.066666666667,2006-01-01,3
2006-03-30,105.066666666667,2006-01-01,3
2006-03-31,105.066666666667,2006-01-01,3
2006-04-01,107.2,2006-04-01,0
2006-04-02,107.2,2006-04-01,0
2006-04-03,107.2,2006-04-01,0
2006-04-04,107.2,2006-04-01,0
2006-04-05,107.2,2006-04-01,0
2006-04-06,107.2,2006-04-01,0
2006-04-07,107.2,2006-04-01,0
2006-04-08,107.2,2006-04-01,0
2006-04-09,107.2,2006-04-01,0
2006-04-10,107.2,2006-04-01,0
2006-04-11,107.2,2006-04-01,0
2006-04-12,107.2,2006-04-01,0
2006-04-13,107.2,2006-04-01,0
2006-04-14,107.2,2006-04-01,0
2006-04-15,107.2,2006-04-01,0
2006-04-16,107.2,2006-04-01,0
2006-04-17,107.2,2006-04-01,0
2006-04-18,107.2,2006-04-01,0
2006-04-19,107.2,2006-04-01,0
2006-04-20,107.2,2006-04-01,0
2006-04-21,107.2,2006-04-01,0
2006-04-22,107.2,2006-04-01,0
2006-04-23,107.2,2006-04-01,0
2006-04-24,107.2,2006-04-01,0
2006-04-25,109.6,2006-04-01,1
2006-04-26,109.6,2006-04-01,1
