"day","pmi","quarter","pmi_available","news","cci","cci_available","doq","gdp_gr","news_aoq","news_diff","news_diff_aoq","year","qoy"
2004-07-16,61.1,2004-07-01,0,0.312914460897446,101.9,0,16,0.948593888793085,0.316243752837181,-1.14016532897949,0.0587273389101028,2004,3
2004-07-17,61.1,2004-07-01,0,0.321772783994675,101.9,0,17,0.948593888793085,0.316568989964092,0.8858323097229,0.107380572487326,2004,3
2004-07-18,61.1,2004-07-01,0,0.326460361480713,101.9,0,18,0.948593888793085,0.317118510603905,0.468757748603821,0.127457082271576,2004,3
2004-07-19,61.1,2004-07-01,0,0.331967025995255,101.9,0,19,0.948593888793085,0.317900011413976,0.550666451454163,0.149731259596975,2004,3
2004-07-20,61.1,2004-07-01,0,0.338468700647354,101.9,0,20,0.948593888793085,0.318928445875645,0.650167465209961,0.174753069877625,2004,3
2004-07-21,61.1,2004-07-01,0,0.337895721197128,101.9,0,21,0.948593888793085,0.319831649462382,-0.057297945022583,0.163703021549043,2004,3
2004-07-22,61.1,2004-07-01,0,0.330051988363266,101.9,0,22,0.948593888793085,0.320296210321513,-0.78437328338623,0.120608644051985,2004,3
2004-07-23,61.1,2004-07-01,0,0.317355871200562,101.9,0,23,0.948593888793085,0.320168369490167,-1.26961171627045,0.0601642805597057,2004,3
2004-07-24,61.1,2004-07-01,0,0.301208227872849,101.9,0,24,0.948593888793085,0.319378363589446,-1.6147643327713,-0.00962441166241964,2004,3
2004-07-25,61.1,2004-07-01,0,0.285369127988815,101.9,0,25,0.948593888793085,0.318017994165421,-1.58390998840332,-0.0725958347320557,2004,3
2004-07-26,61.1,2004-07-01,0,0.285114198923111,101.9,0,26,0.948593888793085,0.316752463579178,-0.0254929065704346,-0.0707841836489164,2004,3
2004-07-27,61.1,2004-07-01,0,0.280107080936432,106.1,1,27,0.948593888793085,0.315395227185002,-0.500711798667908,-0.0867074286496198,2004,3
2004-07-28,61.1,2004-07-01,0,0.280802577733994,106.1,1,28,0.948593888793085,0.314159775418895,0.0695496797561646,-0.0811268176351275,2004,3
2004-07-29,61.1,2004-07-01,0,0.285639822483063,106.1,1,29,0.948593888793085,0.313176328765935,0.483724474906921,-0.0616491868578154,2004,3
2004-07-30,61.1,2004-07-01,0,0.267646074295044,106.1,1,30,0.948593888793085,0.311658653616905,-1.79937481880188,-0.119573374589284,2004,3
2004-07-31,61.1,2004-07-01,0,0.252127200365067,106.1,1,31,0.948593888793085,0.309738284157168,-1.55188739299774,-0.16577705260246,2004,3
2004-08-01,61.1,2004-07-01,0,0.240964248776436,106.1,1,32,0.948593888793085,0.307589095551521,-1.11629515886307,-0.195480743423104,2004,3
2004-08-02,62,2004-07-01,1,0.240095674991608,106.1,1,33,0.948593888793085,0.305543840383038,-0.0868573784828186,-0.192189126303702,2004,3
2004-08-03,62,2004-07-01,1,0.230597913265228,106.1,1,34,0.948593888793085,0.303339548408985,-0.949776172637939,-0.214471098254709,2004,3
2004-08-04,62,2004-07-01,1,0.235799670219421,106.1,1,35,0.948593888793085,0.301409837603569,0.520175695419312,-0.193481189864022,2004,3
2004-08-05,62,2004-07-01,1,0.251522481441498,106.1,1,36,0.948593888793085,0.300024077710178,1.57228112220764,-0.144432236750921,2004,3
2004-08-06,62,2004-07-01,1,0.250029742717743,106.1,1,37,0.948593888793085,0.298672879467139,-0.149273872375488,-0.144563091767801,2004,3
2004-08-07,62,2004-07-01,1,0.234430834650993,106.1,1,38,0.948593888793085,0.296982299340399,-1.55989080667496,-0.181808557949568,2004,3
2004-08-08,62,2004-07-01,1,0.227077782154083,106.1,1,39,0.948593888793085,0.295189875822801,-0.73530524969101,-0.196000780814733,2004,3
2004-08-09,62,2004-07-01,1,0.225229829549789,106.1,1,40,0.948593888793085,0.293440874665976,-0.184795260429382,-0.195720642805099,2004,3
2004-08-10,62,2004-07-01,1,0.219810426235199,106.1,1,41,0.948593888793085,0.291645010070103,-0.541940331459045,-0.204165025455196,2004,3
2004-08-11,62,2004-07-01,1,0.223781570792198,106.1,1,42,0.948593888793085,0.29002921389682,0.397114455699921,-0.189848847332455,2004,3
2004-08-12,62,2004-07-01,1,0.224970892071724,106.1,1,43,0.948593888793085,0.288516229668329,0.118932127952576,-0.18266789441885,2004,3
2004-08-13,62,2004-07-01,1,0.203570649027824,106.1,1,44,0.948593888793085,0.286585648290136,-2.14002430438995,-0.227153267372738,2004,3
2004-08-14,62,2004-07-01,1,0.204727083444595,106.1,1,45,0.948593888793085,0.284766569071346,0.115643441677094,-0.219535562727186,2004,3
2004-08-15,62,2004-07-01,1,0.212366968393326,106.1,1,46,0.948593888793085,0.28319266470878,0.763988494873047,-0.198154604953268,2004,3
2004-08-16,62,2004-07-01,1,0.200669854879379,106.1,1,47,0.948593888793085,0.281436860244325,-1.16971135139465,-0.218826025090319,2004,3
2004-08-17,62,2004-07-01,1,0.204243808984756,106.1,1,48,0.948593888793085,0.279828671676417,0.35739541053772,-0.206821411848068,2004,3
2004-08-18,62,2004-07-01,1,0.215538680553436,106.1,1,49,0.948593888793085,0.278516631041254,1.12948715686798,-0.179549808404884,2004,3
2004-08-19,62,2004-07-01,1,0.209450647234917,106.1,1,50,0.948593888793085,0.277135311365128,-0.608803331851959,-0.188134878873825,2004,3
2004-08-20,62,2004-07-01,1,0.203505769371986,106.1,1,51,0.948593888793085,0.275691594855458,-0.59448778629303,-0.196102582940868,2004,3
2004-08-21,62,2004-07-01,1,0.171981498599052,106.1,1,52,0.948593888793085,0.27369716992745,-3.1524270772934,-0.252954977063032,2004,3
2004-08-22,62,2004-07-01,1,0.171228855848312,106.1,1,53,0.948593888793085,0.271763805510863,-0.0752642750740051,-0.249602322308522,2004,3
2004-08-23,62,2004-07-01,1,0.176011100411415,106.1,1,54,0.948593888793085,0.26999060726828,0.478224456310272,-0.236124048630397,2004,3
2004-08-24,62,2004-07-01,1,0.16588306427002,106.1,1,55,0.948593888793085,0.26809774285013,-1.01280361413956,-0.250245495276018,2004,3
2004-08-25,62,2004-07-01,1,0.173426598310471,106.1,1,56,0.948593888793085,0.266407186697636,0.754353404045105,-0.232306229216712,2004,3
2004-08-26,62,2004-07-01,1,0.180892214179039,106.1,1,57,0.948593888793085,0.264906924021871,0.746561586856842,-0.215133109636474,2004,3
2004-08-27,62,2004-07-01,1,0.166182592511177,106.1,1,58,0.948593888793085,0.263204780375135,-1.47096216678619,-0.236785334759745,2004,3
2004-08-28,62,2004-07-01,1,0.172521397471428,106.1,1,59,0.948593888793085,0.261667773885242,0.633880496025085,-0.222028286780341,2004,3
2004-08-29,62,2004-07-01,1,0.182231113314629,106.1,1,60,0.948593888793085,0.260343829542398,0.970971584320068,-0.202144955595334,2004,3
2004-08-30,62,2004-07-01,1,0.183757245540619,106.1,1,61,0.948593888793085,0.259088311771877,0.15261322259903,-0.196329247756083,2004,3
2004-08-31,62,2004-07-01,1,0.19537128508091,102.15,2,62,0.948593888793085,0.258060617792991,1.16140395402908,-0.174430325146644,2004,3
2004-09-01,60.5,2004-07-01,2,0.188063144683838,102.15,2,63,0.948593888793085,0.256949546791258,-0.730814039707184,-0.183261812679351,2004,3
2004-09-02,60.5,2004-07-01,2,0.193722382187843,102.15,2,64,0.948593888793085,0.25596162234433,0.565923750400543,-0.171555788256228,2004,3
2004-09-03,60.5,2004-07-01,2,0.193503588438034,102.15,2,65,0.948593888793085,0.255000729515002,-0.0218793749809265,-0.169253074205839,2004,3
2004-09-04,60.5,2004-07-01,2,0.198972508311272,102.15,2,66,0.948593888793085,0.254151817072522,0.546891987323761,-0.15840239145539,2004,3
2004-09-05,60.5,2004-07-01,2,0.199129745364189,102.15,2,67,0.948593888793085,0.253330592121651,0.015723705291748,-0.155803494489015,2004,3
2004-09-06,60.5,2004-07-01,2,0.210374280810356,102.15,2,68,0.948593888793085,0.252698881661191,1.1244535446167,-0.136976185090402,2004,3
2004-09-07,60.5,2004-07-01,2,0.2126125395298,102.15,2,69,0.948593888793085,0.252117920181026,0.223825871944427,-0.131747169771056,2004,3
2004-09-08,60.5,2004-07-01,2,0.203285902738571,102.15,2,70,0.948593888793085,0.251420319931848,-0.932663679122925,-0.143188834190369,2004,3
2004-09-09,60.5,2004-07-01,2,0.209535017609596,102.15,2,71,0.948593888793085,0.250830386096323,0.624911487102509,-0.132370519805962,2004,3
2004-09-10,60.5,2004-07-01,2,0.217137068510056,102.15,2,72,0.948593888793085,0.250362423352069,0.760205090045929,-0.119973636335797,2004,3
2004-09-11,60.5,2004-07-01,2,0.200189098715782,102.15,2,73,0.948593888793085,0.249675117535134,-1.69479697942734,-0.1415465588439,2004,3
2004-09-12,60.5,2004-07-01,2,0.208281278610229,102.15,2,74,0.948593888793085,0.249115741333446,0.809217989444733,-0.128698389272432,2004,3
2004-09-13,60.5,2004-07-01,2,0.210521832108498,102.15,2,75,0.948593888793085,0.248601155877113,0.224055349826813,-0.123995006084442,2004,3
2004-09-14,60.5,2004-07-01,2,0.212701484560966,102.15,2,76,0.948593888793085,0.248128791780848,0.217965245246887,-0.11949552909324,2004,3
2004-09-15,60.5,2004-07-01,2,0.208175212144852,102.15,2,77,0.948593888793085,0.247609914123238,-0.452627241611481,-0.123821914970101,2004,3
2004-09-16,60.5,2004-07-01,2,0.2042276263237,102.15,2,78,0.948593888793085,0.247053730946321,-0.394758582115173,-0.127295461984781,2004,3
2004-09-17,60.5,2004-07-01,2,0.20288759469986,102.15,2,79,0.948593888793085,0.246494665930543,-0.134003162384033,-0.127380369584772,2004,3
2004-09-18,60.5,2004-07-01,2,0.214464128017426,102.15,2,80,0.948593888793085,0.246094284206629,1.15765333175659,-0.111317448318005,2004,3
2004-09-19,60.5,2004-07-01,2,0.204260110855103,102.15,2,81,0.948593888793085,0.245577812930684,-1.0204017162323,-0.122540710884848,2004,3
2004-09-20,60.5,2004-07-01,2,0.216963157057762,102.15,2,82,0.948593888793085,0.245228853712722,1.27030462026596,-0.105554792212277,2004,3
2004-09-21,60.5,2004-07-01,2,0.221052557229996,102.15,2,83,0.948593888793085,0.244937573032207,0.408940017223358,-0.0993560595684741,2004,3
2004-09-22,60.5,2004-07-01,2,0.237303122878075,102.15,2,84,0.948593888793085,0.244846686720848,1.62505656480789,-0.0788273378497078,2004,3
2004-09-23,60.5,2004-07-01,2,0.222841188311577,102.15,2,85,0.948593888793085,0.244587798504268,-1.44619345664978,-0.0949139980708852,2004,3
2004-09-24,60.5,2004-07-01,2,0.210713669657707,102.15,2,86,0.948593888793085,0.244193913285122,-1.21275186538696,-0.107912112807119,2004,3
2004-09-25,60.5,2004-07-01,2,0.191422864794731,102.15,2,87,0.948593888793085,0.243587349509371,-1.92908048629761,-0.128845082617354,2004,3
2004-09-26,60.5,2004-07-01,2,0.185039728879929,102.15,2,88,0.948593888793085,0.242922035638582,-0.638313591480255,-0.134634497490796,2004,3
2004-09-27,60.5,2004-07-01,2,0.186463758349419,102.15,2,89,0.948593888793085,0.242287672972411,0.142402946949005,-0.131521717216192,2004,3
2004-09-28,60.5,2004-07-01,2,0.178595647215843,100.366666666667,3,90,0.948593888793085,0.241579983797338,-0.786811113357544,-0.138802710506651,2004,3
2004-09-29,60.5,2004-07-01,2,0.16937518119812,100.366666666667,3,91,0.948593888793085,0.240786524428116,-0.922046601772308,-0.147409786234845,2004,3
2004-09-30,60.5,2004-07-01,2,0.177763536572456,100.366666666667,3,92,0.948593888793085,0.240101491951424,0.838835537433624,-0.136689728368884,2004,3
2004-10-01,58.5,2004-10-01,0,0.169407308101654,96.8,0,1,1.02020812862095,0.169407308101654,-0.835622847080231,-0.835622847080231,2004,4
2004-10-02,58.5,2004-10-01,0,0.164666667580605,96.8,0,2,1.02020812862095,0.167036987841129,-0.47406405210495,-0.65484344959259,2004,4
2004-10-03,58.5,2004-10-01,0,0.167095482349396,96.8,0,3,1.02020812862095,0.167056486010551,0.24288147687912,-0.355601807435354,2004,4
2004-10-04,58.5,2004-10-01,0,0.153840005397797,96.8,0,4,1.02020812862095,0.163752365857363,-1.32554769515991,-0.598088279366493,2004,4
2004-10-05,58.5,2004-10-01,0,0.147951707243919,96.8,0,5,1.02020812862095,0.160592234134674,-0.588829815387726,-0.59623658657074,2004,4
2004-10-06,58.5,2004-10-01,0,0.149029314517975,96.8,0,6,1.02020812862095,0.158665080865224,0.107760727405548,-0.478903700908025,2004,4
2004-10-07,58.5,2004-10-01,0,0.144921481609344,96.8,0,7,1.02020812862095,0.156701709542956,-0.410783290863037,-0.469172213758741,2004,4
2004-10-08,58.5,2004-10-01,0,0.138644188642502,96.8,0,8,1.02020812862095,0.154444519430399,-0.627729296684265,-0.488991849124432,2004,4
2004-10-09,58.5,2004-10-01,0,0.126656293869019,96.8,0,9,1.02020812862095,0.151356938812468,-1.19878947734833,-0.56785825226042,2004,4
2004-10-10,58.5,2004-10-01,0,0.139293640851974,96.8,0,10,1.02020812862095,0.150150609016418,1.26373469829559,-0.384698957204819,2004,4
2004-10-11,58.5,2004-10-01,0,0.151734665036201,96.8,0,11,1.02020812862095,0.150294614109126,1.2441024184227,-0.236626104875044,2004,4
2004-10-12,58.5,2004-10-01,0,0.157382071018219,96.8,0,12,1.02020812862095,0.150885235518217,0.564740598201752,-0.169845546285311,2004,4
2004-10-13,58.5,2004-10-01,0,0.159956589341164,96.8,0,13,1.02020812862095,0.151583031966136,0.257451832294464,-0.13697651716379,2004,4
2004-10-14,58.5,2004-10-01,0,0.166101843118668,96.8,0,14,1.02020812862095,0.152620089905603,0.614525377750397,-0.0832978103842054,2004,4
2004-10-15,58.5,2004-10-01,0,0.150114804506302,96.8,0,15,1.02020812862095,0.152453070878983,-1.59870386123657,-0.18432488044103,2004,4
2004-10-16,58.5,2004-10-01,0,0.152675077319145,96.8,0,16,1.02020812862095,0.152466946281493,0.256027281284332,-0.156802870333195,2004,4
2004-10-17,58.5,2004-10-01,0,0.16390697658062,96.8,0,17,1.02020812862095,0.153139889240265,1.12318992614746,-0.0815091764225679,2004,4
2004-10-18,58.5,2004-10-01,0,0.167334705591202,96.8,0,18,1.02020812862095,0.15392849014865,0.342772901058197,-0.0579379498958588,2004,4
2004-10-19,58.5,2004-10-01,0,0.174018040299416,96.8,0,19,1.02020812862095,0.154985834893427,0.668333470821381,-0.019713138279162,2004,4
2004-10-20,58.5,2004-10-01,0,0.169528722763062,96.8,0,20,1.02020812862095,0.155712979286909,-0.448931753635406,-0.0411740690469742,2004,4
2004-10-21,58.5,2004-10-01,0,0.174577549099922,96.8,0,21,1.02020812862095,0.156611292135148,0.504882633686066,-0.0151713689168294,2004,4
2004-10-22,58.5,2004-10-01,0,0.176315128803253,96.8,0,22,1.02020812862095,0.157506921074607,0.173757970333099,-0.0065836716781963,2004,4
2004-10-23,58.5,2004-10-01,0,0.174005538225174,96.8,0,23,1.02020812862095,0.158224252255067,-0.230959057807922,-0.016339123249054,2004,4
2004-10-24,58.5,2004-10-01,0,0.180898651480675,96.8,0,24,1.02020812862095,0.159169018889467,0.689311325550079,0.0130629787842433,2004,4
2004-10-25,58.5,2004-10-01,0,0.18265438079834,96.8,0,25,1.02020812862095,0.160108433365822,0.17557293176651,0.0195633769035339,2004,4
2004-10-26,58.5,2004-10-01,0,0.171374052762985,92.8,1,26,1.02020812862095,0.160541726419559,-1.12803280353546,-0.0245749377287351,2004,4
2004-10-27,58.5,2004-10-01,0,0.160615146160126,92.8,1,27,1.02020812862095,0.16054444566921,-1.07589066028595,-0.063512557082706,2004,4
2004-10-28,58.5,2004-10-01,0,0.158267438411713,92.8,1,28,1.02020812862095,0.160463123981442,-0.234770774841309,-0.0696289220026561,2004,4
2004-10-29,58.5,2004-10-01,0,0.155334964394569,92.8,1,29,1.02020812862095,0.160286290892239,-0.293247401714325,-0.0773399040616792,2004,4
2004-10-30,58.5,2004-10-01,0,0.181737273931503,92.8,1,30,1.02020812862095,0.161001323660215,2.64023095369339,0.0132457911968231,2004,4
2004-10-31,58.5,2004-10-01,0,0.198444008827209,92.8,1,31,1.02020812862095,0.162209152213989,1.67067348957062,0.0667112008217842,2004,4
2004-11-01,56.8,2004-10-01,1,0.196913599967957,92.8,1,32,1.02020812862095,0.1632936662063,-0.153040885925293,0.0598439481109381,2004,4
2004-11-02,56.8,2004-10-01,1,0.203893959522247,92.8,1,33,1.02020812862095,0.164523978124965,0.698035955429077,0.0791830998478514,2004,4
2004-11-03,56.8,2004-10-01,1,0.208442032337189,92.8,1,34,1.02020812862095,0.165815685601795,0.454807281494141,0.0902308698962716,2004,4
2004-11-04,56.8,2004-10-01,1,0.215797558426857,92.8,1,35,1.02020812862095,0.167243739111083,0.735552608966827,0.108668633869716,2004,4
2004-11-05,56.8,2004-10-01,1,0.237758636474609,92.8,1,36,1.02020812862095,0.16920248626007,2.19610780477524,0.166653055283758,2004,4
2004-11-06,56.8,2004-10-01,1,0.23912487924099,92.8,1,37,1.02020812862095,0.171092280664959,0.136624276638031,0.165841466671712,2004,4
2004-11-07,56.8,2004-10-01,1,0.249199688434601,92.8,1,38,1.02020812862095,0.173147738764161,1.00748091936111,0.187989873321433,2004,4
2004-11-08,56.8,2004-10-01,1,0.258550226688385,92.8,1,39,1.02020812862095,0.175337546146833,0.935053825378418,0.207145359271612,2004,4
2004-11-09,56.8,2004-10-01,1,0.236421585083008,92.8,1,40,1.02020812862095,0.176864647120237,-2.21286416053772,0.146645121276379,2004,4
2004-11-10,56.8,2004-10-01,1,0.229288265109062,92.8,1,41,1.02020812862095,0.178143271949233,-0.713331997394562,0.125670069601478,2004,4
2004-11-11,56.8,2004-10-01,1,0.237221419811249,92.8,1,42,1.02020812862095,0.179549894517376,0.793315470218658,0.141566388663791,2004,4
2004-11-12,56.8,2004-10-01,1,0.233064413070679,92.8,1,43,1.02020812862095,0.180794418204662,-0.415700674057007,0.12860668953075,2004,4
2004-11-13,56.8,2004-10-01,1,0.239651188254356,92.8,1,44,1.02020812862095,0.182132072069428,0.658677518367767,0.1406537538225,2004,4
2004-11-14,56.8,2004-10-01,1,0.23850129544735,92.8,1,45,1.02020812862095,0.183384721477826,-0.114989280700684,0.134972797499763,2004,4
2004-11-15,56.8,2004-10-01,1,0.242615953087807,92.8,1,46,1.02020812862095,0.184672356947609,0.411465764045715,0.140983514163805,2004,4
2004-11-16,56.8,2004-10-01,1,0.232687845826149,92.8,1,47,1.02020812862095,0.185693963093961,-0.992810726165771,0.116860232454665,2004,4
2004-11-17,56.8,2004-10-01,1,0.236178800463676,92.8,1,48,1.02020812862095,0.186745730539163,0.349095463752747,0.121698466440042,2004,4
2004-11-18,56.8,2004-10-01,1,0.233744770288467,92.8,1,49,1.02020812862095,0.187704894615679,-0.243403017520905,0.114247415746961,2004,4
2004-11-19,56.8,2004-10-01,1,0.215830296278,92.8,1,50,1.02020812862095,0.188267402648926,-1.79144740104675,0.076133519411087,2004,4
2004-11-20,56.8,2004-10-01,1,0.212662056088448,92.8,1,51,1.02020812862095,0.188745729186956,-0.316824018955231,0.0684284696391984,2004,4
2004-11-21,56.8,2004-10-01,1,0.210031628608704,92.8,1,52,1.02020812862095,0.189155073406605,-0.263042747974396,0.0620540231466293,2004,4
2004-11-22,56.8,2004-10-01,1,0.215217053890228,92.8,1,53,1.02020812862095,0.189646808887428,0.518542528152466,0.0706670138071168,2004,4
2004-11-23,56.8,2004-10-01,1,0.205314412713051,92.8,1,54,1.02020812862095,0.189936949699013,-0.990264117717743,0.0510201410011009,2004,4
2004-11-24,56.8,2004-10-01,1,0.205806791782379,92.8,1,55,1.02020812862095,0.190225492282347,0.0492379069328308,0.0509877367453142,2004,4
2004-11-25,56.8,2004-10-01,1,0.201475784182549,92.8,1,56,1.02020812862095,0.190426390351994,-0.433100759983063,0.042343299303736,2004,4
2004-11-26,56.8,2004-10-01,1,0.207737416028976,92.8,1,57,1.02020812862095,0.190730092556853,0.626163184642792,0.0525857534324914,2004,4
2004-11-27,56.8,2004-10-01,1,0.199799790978432,92.8,1,58,1.02020812862095,0.19088646666757,-0.793762505054474,0.0379935420792678,2004,4
2004-11-28,56.8,2004-10-01,1,0.201587229967117,92.8,1,59,1.02020812862095,0.191067835537054,0.178743898868561,0.040379141346883,2004,4
2004-11-29,56.8,2004-10-01,1,0.218052923679352,92.8,1,60,1.02020812862095,0.191517587006092,1.64656937122345,0.0671489785114924,2004,4
2004-11-30,56.8,2004-10-01,1,0.239137515425682,91.65,2,61,1.02020812862095,0.192298241570348,2.10845917463303,0.100613080087255,2004,4
2004-12-01,57.3,2004-10-01,2,0.242512196302414,91.65,2,62,1.02020812862095,0.193108144066026,0.337468087673187,0.104433322145093,2004,4
2004-12-02,57.3,2004-10-01,2,0.241198673844337,91.65,2,63,1.02020812862095,0.193871485808539,-0.131352245807648,0.100690694082351,2004,4
2004-12-03,57.3,2004-10-01,2,0.251583963632584,91.65,2,64,1.02020812862095,0.19477324327454,1.03852897882462,0.115344417281449,2004,4
2004-12-04,57.3,2004-10-01,2,0.2508345246315,91.65,2,65,1.02020812862095,0.195635724526185,-0.0749439001083374,0.112416904706221,2004,4
2004-12-05,57.3,2004-10-01,2,0.249699324369431,91.65,2,66,1.02020812862095,0.196454869978356,-0.11352002620697,0.108993617874203,2004,4
2004-12-06,57.3,2004-10-01,2,0.272228568792343,91.65,2,67,1.02020812862095,0.197585820706923,2.25292444229126,0.140992585402816,2004,4
2004-12-07,57.3,2004-10-01,2,0.274933755397797,91.65,2,68,1.02020812862095,0.19872329033473,0.270518660545349,0.1428973806255,2004,4
2004-12-08,57.3,2004-10-01,2,0.277274161577225,91.65,2,69,1.02020812862095,0.199861708758534,0.23404061794281,0.14421829710836,2004,4
2004-12-09,57.3,2004-10-01,2,0.271991789340973,91.65,2,70,1.02020812862095,0.20089213848114,-0.528237223625183,0.134611789669309,2004,4
2004-12-10,57.3,2004-10-01,2,0.261013358831406,91.65,2,71,1.02020812862095,0.201738916232552,-1.09784305095673,0.117253270787253,2004,4
2004-12-11,57.3,2004-10-01,2,0.291123241186142,91.65,2,72,1.02020812862095,0.202980365190241,3.01098823547363,0.157444034185674,2004,4
2004-12-12,57.3,2004-10-01,2,0.283041298389435,91.65,2,73,1.02020812862095,0.204077090302559,-0.808194279670715,0.144216112078053,2004,4
2004-12-13,57.3,2004-10-01,2,0.288497447967529,91.65,2,74,1.02020812862095,0.20521790594668,0.545614957809448,0.149640420804153,2004,4
2004-12-14,57.3,2004-10-01,2,0.303877919912338,91.65,2,75,1.02020812862095,0.206533372799555,1.5380471944809,0.168152511119843,2004,4
2004-12-15,57.3,2004-10-01,2,0.297899663448334,91.65,2,76,1.02020812862095,0.207735560834408,-0.597825646400452,0.15807385115247,2004,4
2004-12-16,57.3,2004-10-01,2,0.293900519609451,91.65,2,77,1.02020812862095,0.208854586273045,-0.399914383888245,0.150827250697396,2004,4
2004-12-17,57.3,2004-10-01,2,0.294611185789108,91.65,2,78,1.02020812862095,0.209954029856584,0.0710666179656982,0.149804678482887,2004,4
2004-12-18,57.3,2004-10-01,2,0.286328613758087,91.65,2,79,1.02020812862095,0.210920796741413,-0.828257203102112,0.137424148336242,2004,4
2004-12-19,57.3,2004-10-01,2,0.293696999549866,91.65,2,80,1.02020812862095,0.211955499276519,0.736838579177856,0.144916828721762,2004,4
2004-12-20,57.3,2004-10-01,2,0.299702346324921,91.65,2,81,1.02020812862095,0.213038793684524,0.600534677505493,0.150541740435141,2004,4
2004-12-21,57.3,2004-10-01,2,0.297351568937302,91.65,2,82,1.02020812862095,0.214066998260777,-0.235077738761902,0.145839063859567,2004,4
2004-12-22,57.3,2004-10-01,2,0.300149291753769,91.65,2,83,1.02020812862095,0.215104134326958,0.279772281646729,0.147452717085919,2004,4
2004-12-23,57.3,2004-10-01,2,0.307264864444733,91.65,2,84,1.02020812862095,0.216201285875979,0.711557269096375,0.154168247466996,2004,4
2004-12-24,57.3,2004-10-01,2,0.31164139509201,91.65,2,85,1.02020812862095,0.217324110690285,0.437653064727783,0.157503362964181,2004,4
2004-12-25,57.3,2004-10-01,2,0.319345504045486,91.65,2,86,1.02020812862095,0.218510405961857,0.770410895347595,0.164630194736082,2004,4
2004-12-26,57.3,2004-10-01,2,0.321237951517105,91.65,2,87,1.02020812862095,0.21969118234755,0.189244747161865,0.164913120626033,2004,4
2004-12-27,57.3,2004-10-01,2,0.312268555164337,91.65,2,88,1.02020812862095,0.220743197947741,-0.896939635276794,0.152846612036228,2004,4
2004-12-28,57.3,2004-10-01,2,0.325697898864746,95.2,3,89,1.02020812862095,0.221922464250179,1.34293437004089,0.166218384598078,2004,4
2004-12-29,57.3,2004-10-01,2,0.341089516878128,95.2,3,90,1.02020812862095,0.223246542612712,1.5391618013382,0.181473311450746,2004,4
2004-12-30,57.3,2004-10-01,2,0.348338782787323,95.2,3,91,1.02020812862095,0.22462118261463,0.724926590919495,0.187445325510842,2004,4
2004-12-31,57.3,2004-10-01,2,0.351184815168381,95.2,3,92,1.02020812862095,0.225996874272823,0.284603238105774,0.188501389778179,2004,4
2005-01-01,58.6,2005-01-01,0,0.373187839984894,102.3,0,1,1.10936335419582,0.373187839984894,2.20030248165131,2.20030248165131,2005,1
2005-01-02,58.6,2005-01-01,0,0.379588484764099,102.3,0,2,1.10936335419582,0.376388162374496,0.640064477920532,1.42018347978592,2005,1
2005-01-03,58.6,2005-01-01,0,0.379532933235168,102.3,0,3,1.10936335419582,0.377436419328054,-0.00555515289306641,0.944937268892924,2005,1
