"day","quarter","pmi","pmi_available","News Sentiment","doq","gdp_gr"
1997-03-03,1997-01-01,53.1,1,0.213798597455025,62,0.643369133807603
1997-03-04,1997-01-01,53.1,1,0.23642510175705,63,0.643369133807603
1997-03-05,1997-01-01,53.1,1,0.236582338809967,64,0.643369133807603
1997-03-06,1997-01-01,53.1,1,0.230016186833382,65,0.643369133807603
1997-03-07,1997-01-01,53.1,1,0.232462495565414,66,0.643369133807603
1997-03-08,1997-01-01,53.1,1,0.245153516530991,67,0.643369133807603
1997-03-09,1997-01-01,53.1,1,0.238081976771355,68,0.643369133807603
1997-03-10,1997-01-01,53.1,1,0.23023883998394,69,0.643369133807603
1997-03-11,1997-01-01,53.1,1,0.22250771522522,70,0.643369133807603
1997-03-12,1997-01-01,53.1,1,0.218393966555595,71,0.643369133807603
1997-03-13,1997-01-01,53.1,1,0.211607277393341,72,0.643369133807603
1997-03-14,1997-01-01,53.1,1,0.207348063588142,73,0.643369133807603
1997-03-15,1997-01-01,53.1,1,0.216074988245964,74,0.643369133807603
1997-03-16,1997-01-01,53.1,1,0.231010094285011,75,0.643369133807603
1997-03-17,1997-01-01,53.1,1,0.224646434187889,76,0.643369133807603
1997-03-18,1997-01-01,53.1,1,0.236902967095375,77,0.643369133807603
1997-03-19,1997-01-01,53.1,1,0.249134242534637,78,0.643369133807603
1997-03-20,1997-01-01,53.1,1,0.236188113689423,79,0.643369133807603
1997-03-21,1997-01-01,53.1,1,0.236235871911049,80,0.643369133807603
1997-03-22,1997-01-01,53.1,1,0.212738797068596,81,0.643369133807603
1997-03-23,1997-01-01,53.1,1,0.22740039229393,82,0.643369133807603
1997-03-24,1997-01-01,53.1,1,0.220131278038025,83,0.643369133807603
1997-03-25,1997-01-01,53.1,1,0.222112953662872,84,0.643369133807603
1997-03-26,1997-01-01,53.1,1,0.238133102655411,85,0.643369133807603
1997-03-27,1997-01-01,53.1,1,0.249430552124977,86,0.643369133807603
1997-03-28,1997-01-01,53.1,1,0.252967774868011,87,0.643369133807603
1997-03-29,1997-01-01,53.1,1,0.275065451860428,88,0.643369133807603
1997-03-30,1997-01-01,53.1,1,0.283240765333176,89,0.643369133807603
1997-03-31,1997-01-01,53.1,1,0.286066681146622,90,0.643369133807603
1997-04-01,1997-04-01,55,0,0.285313665866852,1,1.65150510026741
1997-04-02,1997-04-01,55,0,0.291902244091034,2,1.65150510026741
1997-04-03,1997-04-01,55,0,0.291310220956802,3,1.65150510026741
1997-04-04,1997-04-01,55,0,0.29068648815155,4,1.65150510026741
1997-04-05,1997-04-01,55,0,0.286805093288422,5,1.65150510026741
1997-04-06,1997-04-01,55,0,0.281075924634933,6,1.65150510026741
1997-04-07,1997-04-01,55,0,0.256500333547592,7,1.65150510026741
1997-04-08,1997-04-01,55,0,0.268875777721405,8,1.65150510026741
1997-04-09,1997-04-01,55,0,0.271337777376175,9,1.65150510026741
1997-04-10,1997-04-01,55,0,0.269204050302505,10,1.65150510026741
1997-04-11,1997-04-01,55,0,0.270122677087784,11,1.65150510026741
1997-04-12,1997-04-01,55,0,0.215475752949715,12,1.65150510026741
1997-04-13,1997-04-01,55,0,0.211954057216644,13,1.65150510026741
1997-04-14,1997-04-01,55,0,0.20926995575428,14,1.65150510026741
1997-04-15,1997-04-01,55,0,0.221288949251175,15,1.65150510026741
1997-04-16,1997-04-01,55,0,0.214390933513641,16,1.65150510026741
1997-04-17,1997-04-01,55,0,0.224159479141235,17,1.65150510026741
1997-04-18,1997-04-01,55,0,0.218722701072693,18,1.65150510026741
1997-04-19,1997-04-01,55,0,0.230030938982964,19,1.65150510026741
1997-04-20,1997-04-01,55,0,0.208102628588676,20,1.65150510026741
1997-04-21,1997-04-01,55,0,0.205811932682991,21,1.65150510026741
1997-04-22,1997-04-01,55,0,0.208231538534164,22,1.65150510026741
1997-04-23,1997-04-01,55,0,0.207091599702835,23,1.65150510026741
1997-04-24,1997-04-01,55,0,0.200861752033234,24,1.65150510026741
1997-04-25,1997-04-01,55,0,0.174365609884262,25,1.65150510026741
1997-04-26,1997-04-01,55,0,0.137620896100998,26,1.65150510026741
1997-04-27,1997-04-01,55,0,0.126068994402885,27,1.65150510026741
1997-04-28,1997-04-01,55,0,0.1185322701931,28,1.65150510026741
1997-04-29,1997-04-01,55,0,0.122717835009098,29,1.65150510026741
1997-04-30,1997-04-01,55,0,0.131487548351288,30,1.65150510026741
1997-05-01,1997-04-01,54.2,1,0.151027902960777,31,1.65150510026741
1997-05-02,1997-04-01,54.2,1,0.159337773919106,32,1.65150510026741
1997-05-03,1997-04-01,54.2,1,0.185061931610107,33,1.65150510026741
1997-05-04,1997-04-01,54.2,1,0.194058209657669,34,1.65150510026741
1997-05-05,1997-04-01,54.2,1,0.194103628396988,35,1.65150510026741
1997-05-06,1997-04-01,54.2,1,0.183050751686096,36,1.65150510026741
1997-05-07,1997-04-01,54.2,1,0.189261078834534,37,1.65150510026741
1997-05-08,1997-04-01,54.2,1,0.205520555377007,38,1.65150510026741
1997-05-09,1997-04-01,54.2,1,0.191801428794861,39,1.65150510026741
1997-05-10,1997-04-01,54.2,1,0.188135862350464,40,1.65150510026741
1997-05-11,1997-04-01,54.2,1,0.202604532241821,41,1.65150510026741
1997-05-12,1997-04-01,54.2,1,0.202540084719658,42,1.65150510026741
1997-05-13,1997-04-01,54.2,1,0.207884758710861,43,1.65150510026741
1997-05-14,1997-04-01,54.2,1,0.228772312402725,44,1.65150510026741
1997-05-15,1997-04-01,54.2,1,0.225288301706314,45,1.65150510026741
1997-05-16,1997-04-01,54.2,1,0.239464208483696,46,1.65150510026741
1997-05-17,1997-04-01,54.2,1,0.261941850185394,47,1.65150510026741
1997-05-18,1997-04-01,54.2,1,0.270560920238495,48,1.65150510026741
1997-05-19,1997-04-01,54.2,1,0.27532634139061,49,1.65150510026741
1997-05-20,1997-04-01,54.2,1,0.265766829252243,50,1.65150510026741
1997-05-21,1997-04-01,54.2,1,0.263802319765091,51,1.65150510026741
1997-05-22,1997-04-01,54.2,1,0.249765247106552,52,1.65150510026741
1997-05-23,1997-04-01,54.2,1,0.239140897989273,53,1.65150510026741
1997-05-24,1997-04-01,54.2,1,0.207890927791595,54,1.65150510026741
1997-05-25,1997-04-01,54.2,1,0.216719716787338,55,1.65150510026741
1997-05-26,1997-04-01,54.2,1,0.241827860474586,56,1.65150510026741
1997-05-27,1997-04-01,54.2,1,0.244442254304886,57,1.65150510026741
1997-05-28,1997-04-01,54.2,1,0.248856738209724,58,1.65150510026741
1997-05-29,1997-04-01,54.2,1,0.258821278810501,59,1.65150510026741
1997-05-30,1997-04-01,54.2,1,0.262688547372818,60,1.65150510026741
1997-05-31,1997-04-01,54.2,1,0.290567964315414,61,1.65150510026741
1997-06-01,1997-04-01,54.2,1,0.317991673946381,62,1.65150510026741
1997-06-02,1997-04-01,55.65,2,0.32927668094635,63,1.65150510026741
1997-06-03,1997-04-01,55.65,2,0.329900056123734,64,1.65150510026741
1997-06-04,1997-04-01,55.65,2,0.330074548721313,65,1.65150510026741
1997-06-05,1997-04-01,55.65,2,0.316971480846405,66,1.65150510026741
1997-06-06,1997-04-01,55.65,2,0.30730065703392,67,1.65150510026741
1997-06-07,1997-04-01,55.65,2,0.295636773109436,68,1.65150510026741
1997-06-08,1997-04-01,55.65,2,0.302923977375031,69,1.65150510026741
1997-06-09,1997-04-01,55.65,2,0.297237783670425,70,1.65150510026741
1997-06-10,1997-04-01,55.65,2,0.300876051187515,71,1.65150510026741
1997-06-11,1997-04-01,55.65,2,0.297733128070831,72,1.65150510026741
1997-06-12,1997-04-01,55.65,2,0.284940719604492,73,1.65150510026741
1997-06-13,1997-04-01,55.65,2,0.262558221817017,74,1.65150510026741
1997-06-14,1997-04-01,55.65,2,0.244334518909454,75,1.65150510026741
1997-06-15,1997-04-01,55.65,2,0.239717811346054,76,1.65150510026741
1997-06-16,1997-04-01,55.65,2,0.252117127180099,77,1.65150510026741
1997-06-17,1997-04-01,55.65,2,0.282918244600296,78,1.65150510026741
1997-06-18,1997-04-01,55.65,2,0.295670509338379,79,1.65150510026741
1997-06-19,1997-04-01,55.65,2,0.308298379182816,80,1.65150510026741
1997-06-20,1997-04-01,55.65,2,0.309509873390198,81,1.65150510026741
1997-06-21,1997-04-01,55.65,2,0.310712307691574,82,1.65150510026741
1997-06-22,1997-04-01,55.65,2,0.322477221488953,83,1.65150510026741
1997-06-23,1997-04-01,55.65,2,0.328101843595505,84,1.65150510026741
1997-06-24,1997-04-01,55.65,2,0.321881681680679,85,1.65150510026741
1997-06-25,1997-04-01,55.65,2,0.329659342765808,86,1.65150510026741
1997-06-26,1997-04-01,55.65,2,0.339557766914368,87,1.65150510026741
1997-06-27,1997-04-01,55.65,2,0.342812776565552,88,1.65150510026741
1997-06-28,1997-04-01,55.65,2,0.35180002450943,89,1.65150510026741
1997-06-29,1997-04-01,55.65,2,0.367936283349991,90,1.65150510026741
1997-06-30,1997-04-01,55.65,2,0.386587977409363,91,1.65150510026741
1997-07-01,1997-07-01,55.7,0,0.390221327543259,1,1.24083863193789
1997-07-02,1997-07-01,55.7,0,0.387875974178314,2,1.24083863193789
1997-07-03,1997-07-01,55.7,0,0.380835026502609,3,1.24083863193789
1997-07-04,1997-07-01,55.7,0,0.382451772689819,4,1.24083863193789
1997-07-05,1997-07-01,55.7,0,0.352788209915161,5,1.24083863193789
1997-07-06,1997-07-01,55.7,0,0.354797691106796,6,1.24083863193789
1997-07-07,1997-07-01,55.7,0,0.367966771125793,7,1.24083863193789
1997-07-08,1997-07-01,55.7,0,0.415044665336609,8,1.24083863193789
1997-07-09,1997-07-01,55.7,0,0.410240590572357,9,1.24083863193789
1997-07-10,1997-07-01,55.7,0,0.415180832147598,10,1.24083863193789
1997-07-11,1997-07-01,55.7,0,0.405900150537491,11,1.24083863193789
1997-07-12,1997-07-01,55.7,0,0.403062880039215,12,1.24083863193789
1997-07-13,1997-07-01,55.7,0,0.3805311024189,13,1.24083863193789
1997-07-14,1997-07-01,55.7,0,0.371805846691132,14,1.24083863193789
1997-07-15,1997-07-01,55.7,0,0.371403276920319,15,1.24083863193789
1997-07-16,1997-07-01,55.7,0,0.387582540512085,16,1.24083863193789
1997-07-17,1997-07-01,55.7,0,0.387004107236862,17,1.24083863193789
1997-07-18,1997-07-01,55.7,0,0.375307232141495,18,1.24083863193789
1997-07-19,1997-07-01,55.7,0,0.372587829828262,19,1.24083863193789
1997-07-20,1997-07-01,55.7,0,0.38038632273674,20,1.24083863193789
1997-07-21,1997-07-01,55.7,0,0.382059186697006,21,1.24083863193789
1997-07-22,1997-07-01,55.7,0,0.372237771749496,22,1.24083863193789
1997-07-23,1997-07-01,55.7,0,0.376052618026733,23,1.24083863193789
1997-07-24,1997-07-01,55.7,0,0.378836214542389,24,1.24083863193789
1997-07-25,1997-07-01,55.7,0,0.363938480615616,25,1.24083863193789
1997-07-26,1997-07-01,55.7,0,0.39894887804985,26,1.24083863193789
1997-07-27,1997-07-01,55.7,0,0.415266811847687,27,1.24083863193789
1997-07-28,1997-07-01,55.7,0,0.402275145053864,28,1.24083863193789
1997-07-29,1997-07-01,55.7,0,0.409122347831726,29,1.24083863193789
1997-07-30,1997-07-01,55.7,0,0.426066726446152,30,1.24083863193789
1997-07-31,1997-07-01,55.7,0,0.428319275379181,31,1.24083863193789
1997-08-01,1997-07-01,58.6,1,0.432032197713852,32,1.24083863193789
1997-08-02,1997-07-01,58.6,1,0.437787741422653,33,1.24083863193789
1997-08-03,1997-07-01,58.6,1,0.437809020280838,34,1.24083863193789
1997-08-04,1997-07-01,58.6,1,0.450326412916183,35,1.24083863193789
1997-08-05,1997-07-01,58.6,1,0.441397875547409,36,1.24083863193789
1997-08-06,1997-07-01,58.6,1,0.44376140832901,37,1.24083863193789
1997-08-07,1997-07-01,58.6,1,0.429468780755997,38,1.24083863193789
1997-08-08,1997-07-01,58.6,1,0.431559979915619,39,1.24083863193789
1997-08-09,1997-07-01,58.6,1,0.422518134117126,40,1.24083863193789
1997-08-10,1997-07-01,58.6,1,0.422359675168991,41,1.24083863193789
1997-08-11,1997-07-01,58.6,1,0.397431045770645,42,1.24083863193789
1997-08-12,1997-07-01,58.6,1,0.387850642204285,43,1.24083863193789
1997-08-13,1997-07-01,58.6,1,0.401785373687744,44,1.24083863193789
1997-08-14,1997-07-01,58.6,1,0.407544076442719,45,1.24083863193789
1997-08-15,1997-07-01,58.6,1,0.407701522111893,46,1.24083863193789
1997-08-16,1997-07-01,58.6,1,0.385578572750092,47,1.24083863193789
1997-08-17,1997-07-01,58.6,1,0.410212606191635,48,1.24083863193789
1997-08-18,1997-07-01,58.6,1,0.398638784885406,49,1.24083863193789
1997-08-19,1997-07-01,58.6,1,0.401522636413574,50,1.24083863193789
1997-08-20,1997-07-01,58.6,1,0.402722269296646,51,1.24083863193789
1997-08-21,1997-07-01,58.6,1,0.378097593784332,52,1.24083863193789
1997-08-22,1997-07-01,58.6,1,0.377893030643463,53,1.24083863193789
1997-08-23,1997-07-01,58.6,1,0.391242504119873,54,1.24083863193789
1997-08-24,1997-07-01,58.6,1,0.376639038324356,55,1.24083863193789
1997-08-25,1997-07-01,58.6,1,0.375407934188843,56,1.24083863193789
1997-08-26,1997-07-01,58.6,1,0.377308458089828,57,1.24083863193789
1997-08-27,1997-07-01,58.6,1,0.38603663444519,58,1.24083863193789
1997-08-28,1997-07-01,58.6,1,0.369168281555176,59,1.24083863193789
1997-08-29,1997-07-01,58.6,1,0.350873231887817,60,1.24083863193789
1997-08-30,1997-07-01,58.6,1,0.360293537378311,61,1.24083863193789
1997-08-31,1997-07-01,58.6,1,0.345407396554947,62,1.24083863193789
1997-09-01,1997-07-01,58.6,1,0.33402094244957,63,1.24083863193789
1997-09-02,1997-07-01,57.7,2,0.353046596050262,64,1.24083863193789
1997-09-03,1997-07-01,57.7,2,0.348449617624283,65,1.24083863193789
1997-09-04,1997-07-01,57.7,2,0.354573756456375,66,1.24083863193789
1997-09-05,1997-07-01,57.7,2,0.323884665966034,67,1.24083863193789
1997-09-06,1997-07-01,57.7,2,0.31072273850441,68,1.24083863193789
1997-09-07,1997-07-01,57.7,2,0.238467156887054,69,1.24083863193789
1997-09-08,1997-07-01,57.7,2,0.238021150231361,70,1.24083863193789
1997-09-09,1997-07-01,57.7,2,0.253607034683228,71,1.24083863193789
1997-09-10,1997-07-01,57.7,2,0.260120153427124,72,1.24083863193789
1997-09-11,1997-07-01,57.7,2,0.272308886051178,73,1.24083863193789
1997-09-12,1997-07-01,57.7,2,0.252873182296753,74,1.24083863193789
1997-09-13,1997-07-01,57.7,2,0.274906665086746,75,1.24083863193789
1997-09-14,1997-07-01,57.7,2,0.290395528078079,76,1.24083863193789
1997-09-15,1997-07-01,57.7,2,0.295575469732285,77,1.24083863193789
1997-09-16,1997-07-01,57.7,2,0.291518777608871,78,1.24083863193789
1997-09-17,1997-07-01,57.7,2,0.302789211273193,79,1.24083863193789
1997-09-18,1997-07-01,57.7,2,0.303160130977631,80,1.24083863193789
1997-09-19,1997-07-01,57.7,2,0.297296106815338,81,1.24083863193789
1997-09-20,1997-07-01,57.7,2,0.229506403207779,82,1.24083863193789
1997-09-21,1997-07-01,57.7,2,0.24771374464035,83,1.24083863193789
1997-09-22,1997-07-01,57.7,2,0.255946844816208,84,1.24083863193789
1997-09-23,1997-07-01,57.7,2,0.251347154378891,85,1.24083863193789
1997-09-24,1997-07-01,57.7,2,0.253451645374298,86,1.24083863193789
1997-09-25,1997-07-01,57.7,2,0.249106347560883,87,1.24083863193789
1997-09-26,1997-07-01,57.7,2,0.234979689121246,88,1.24083863193789
1997-09-27,1997-07-01,57.7,2,0.212644442915916,89,1.24083863193789
1997-09-28,1997-07-01,57.7,2,0.224096924066544,90,1.24083863193789
1997-09-29,1997-07-01,57.7,2,0.222630932927132,91,1.24083863193789
1997-09-30,1997-07-01,57.7,2,0.222520992159843,92,1.24083863193789
1997-10-01,1997-10-01,54.2,0,0.218177989125252,1,0.850235504937125
1997-10-02,1997-10-01,54.2,0,0.225902587175369,2,0.850235504937125
1997-10-03,1997-10-01,54.2,0,0.214871138334274,3,0.850235504937125
1997-10-04,1997-10-01,54.2,0,0.188981458544731,4,0.850235504937125
1997-10-05,1997-10-01,54.2,0,0.158302918076515,5,0.850235504937125
1997-10-06,1997-10-01,54.2,0,0.164694666862488,6,0.850235504937125
1997-10-07,1997-10-01,54.2,0,0.181412860751152,7,0.850235504937125
1997-10-08,1997-10-01,54.2,0,0.197532594203949,8,0.850235504937125
1997-10-09,1997-10-01,54.2,0,0.187382251024246,9,0.850235504937125
1997-10-10,1997-10-01,54.2,0,0.191582784056664,10,0.850235504937125
1997-10-11,1997-10-01,54.2,0,0.185485050082207,11,0.850235504937125
1997-10-12,1997-10-01,54.2,0,0.189527705311775,12,0.850235504937125
1997-10-13,1997-10-01,54.2,0,0.187808066606522,13,0.850235504937125
1997-10-14,1997-10-01,54.2,0,0.204384595155716,14,0.850235504937125
1997-10-15,1997-10-01,54.2,0,0.204654201865196,15,0.850235504937125
1997-10-16,1997-10-01,54.2,0,0.217638999223709,16,0.850235504937125
1997-10-17,1997-10-01,54.2,0,0.223073586821556,17,0.850235504937125
1997-10-18,1997-10-01,54.2,0,0.209355473518372,18,0.850235504937125
1997-10-19,1997-10-01,54.2,0,0.252403527498245,19,0.850235504937125
1997-10-20,1997-10-01,54.2,0,0.224701881408691,20,0.850235504937125
1997-10-21,1997-10-01,54.2,0,0.215834930539131,21,0.850235504937125
1997-10-22,1997-10-01,54.2,0,0.218715190887451,22,0.850235504937125
1997-10-23,1997-10-01,54.2,0,0.215034648776054,23,0.850235504937125
1997-10-24,1997-10-01,54.2,0,0.215238675475121,24,0.850235504937125
1997-10-25,1997-10-01,54.2,0,0.225924447178841,25,0.850235504937125
1997-10-26,1997-10-01,54.2,0,0.241945192217827,26,0.850235504937125
1997-10-27,1997-10-01,54.2,0,0.243337750434875,27,0.850235504937125
1997-10-28,1997-10-01,54.2,0,0.225312530994415,28,0.850235504937125
1997-10-29,1997-10-01,54.2,0,0.224280074238777,29,0.850235504937125
1997-10-30,1997-10-01,54.2,0,0.221363365650177,30,0.850235504937125
1997-10-31,1997-10-01,54.2,0,0.225899755954742,31,0.850235504937125
1997-11-01,1997-10-01,54.2,0,0.233520537614822,32,0.850235504937125
1997-11-02,1997-10-01,54.2,0,0.231305614113808,33,0.850235504937125
1997-11-03,1997-10-01,56,1,0.235466301441193,34,0.850235504937125
1997-11-04,1997-10-01,56,1,0.221191719174385,35,0.850235504937125
1997-11-05,1997-10-01,56,1,0.23172065615654,36,0.850235504937125
1997-11-06,1997-10-01,56,1,0.210758358240128,37,0.850235504937125
1997-11-07,1997-10-01,56,1,0.203447595238686,38,0.850235504937125
1997-11-08,1997-10-01,56,1,0.165005639195442,39,0.850235504937125
1997-11-09,1997-10-01,56,1,0.179887697100639,40,0.850235504937125
1997-11-10,1997-10-01,56,1,0.160089060664177,41,0.850235504937125
1997-11-11,1997-10-01,56,1,0.149144381284714,42,0.850235504937125
1997-11-12,1997-10-01,56,1,0.144684791564941,43,0.850235504937125
1997-11-13,1997-10-01,56,1,0.115435786545277,44,0.850235504937125
1997-11-14,1997-10-01,56,1,0.126054033637047,45,0.850235504937125
1997-11-15,1997-10-01,56,1,0.121858172118664,46,0.850235504937125
1997-11-16,1997-10-01,56,1,0.108513355255127,47,0.850235504937125
1997-11-17,1997-10-01,56,1,0.107584819197655,48,0.850235504937125
1997-11-18,1997-10-01,56,1,0.129333510994911,49,0.850235504937125
1997-11-19,1997-10-01,56,1,0.145406603813171,50,0.850235504937125
1997-11-20,1997-10-01,56,1,0.132996767759323,51,0.850235504937125
1997-11-21,1997-10-01,56,1,0.10869388282299,52,0.850235504937125
1997-11-22,1997-10-01,56,1,0.14846658706665,53,0.850235504937125
1997-11-23,1997-10-01,56,1,0.15441669523716,54,0.850235504937125
1997-11-24,1997-10-01,56,1,0.150610879063606,55,0.850235504937125
1997-11-25,1997-10-01,56,1,0.156028464436531,56,0.850235504937125
1997-11-26,1997-10-01,56,1,0.177092209458351,57,0.850235504937125
1997-11-27,1997-10-01,56,1,0.191660061478615,58,0.850235504937125
1997-11-28,1997-10-01,56,1,0.191044017672539,59,0.850235504937125
1997-11-29,1997-10-01,56,1,0.25491389632225,60,0.850235504937125
1997-11-30,1997-10-01,56,1,0.277900665998459,61,0.850235504937125
1997-12-01,1997-10-01,55.2,2,0.297529578208923,62,0.850235504937125
1997-12-02,1997-10-01,55.2,2,0.278546810150146,63,0.850235504937125
1997-12-03,1997-10-01,55.2,2,0.268105834722519,64,0.850235504937125
1997-12-04,1997-10-01,55.2,2,0.280638098716736,65,0.850235504937125
1997-12-05,1997-10-01,55.2,2,0.273494392633438,66,0.850235504937125
1997-12-06,1997-10-01,55.2,2,0.258605122566223,67,0.850235504937125
1997-12-07,1997-10-01,55.2,2,0.273212820291519,68,0.850235504937125
1997-12-08,1997-10-01,55.2,2,0.271073937416077,69,0.850235504937125
1997-12-09,1997-10-01,55.2,2,0.271132469177246,70,0.850235504937125
1997-12-10,1997-10-01,55.2,2,0.260060369968414,71,0.850235504937125
1997-12-11,1997-10-01,55.2,2,0.255405247211456,72,0.850235504937125
1997-12-12,1997-10-01,55.2,2,0.236414581537247,73,0.850235504937125
1997-12-13,1997-10-01,55.2,2,0.215753957629204,74,0.850235504937125
1997-12-14,1997-10-01,55.2,2,0.259265869855881,75,0.850235504937125
1997-12-15,1997-10-01,55.2,2,0.242583230137825,76,0.850235504937125
1997-12-16,1997-10-01,55.2,2,0.231730550527573,77,0.850235504937125
1997-12-17,1997-10-01,55.2,2,0.230570867657661,78,0.850235504937125
1997-12-18,1997-10-01,55.2,2,0.228698149323463,79,0.850235504937125
1997-12-19,1997-10-01,55.2,2,0.237002164125443,80,0.850235504937125
1997-12-20,1997-10-01,55.2,2,0.318682551383972,81,0.850235504937125
1997-12-21,1997-10-01,55.2,2,0.294910728931427,82,0.850235504937125
1997-12-22,1997-10-01,55.2,2,0.305522173643112,83,0.850235504937125
1997-12-23,1997-10-01,55.2,2,0.281657814979553,84,0.850235504937125
1997-12-24,1997-10-01,55.2,2,0.275416165590286,85,0.850235504937125
1997-12-25,1997-10-01,55.2,2,0.283600687980652,86,0.850235504937125
1997-12-26,1997-10-01,55.2,2,0.250205218791962,87,0.850235504937125
1997-12-27,1997-10-01,55.2,2,0.267500162124634,88,0.850235504937125
1997-12-28,1997-10-01,55.2,2,0.297188073396683,89,0.850235504937125
1997-12-29,1997-10-01,55.2,2,0.278151899576187,90,0.850235504937125
1997-12-30,1997-10-01,55.2,2,0.270703047513962,91,0.850235504937125
1997-12-31,1997-10-01,55.2,2,0.272488176822662,92,0.850235504937125
1998-01-01,1998-01-01,52.5,0,0.260258346796036,1,0.998748988635079
1998-01-02,1998-01-01,52.5,0,0.270675778388977,2,0.998748988635079
1998-01-03,1998-01-01,52.5,0,0.258951365947723,3,0.998748988635079
1998-01-04,1998-01-01,52.5,0,0.240449190139771,4,0.998748988635079
1998-01-05,1998-01-01,52.5,0,0.249730572104454,5,0.998748988635079
1998-01-06,1998-01-01,52.5,0,0.252768009901047,6,0.998748988635079
1998-01-07,1998-01-01,52.5,0,0.257900595664978,7,0.998748988635079
1998-01-08,1998-01-01,52.5,0,0.222049042582512,8,0.998748988635079
1998-01-09,1998-01-01,52.5,0,0.209278151392937,9,0.998748988635079
1998-01-10,1998-01-01,52.5,0,0.178803071379662,10,0.998748988635079
1998-01-11,1998-01-01,52.5,0,0.19488799571991,11,0.998748988635079
1998-01-12,1998-01-01,52.5,0,0.189693704247475,12,0.998748988635079
1998-01-13,1998-01-01,52.5,0,0.190657213330269,13,0.998748988635079
1998-01-14,1998-01-01,52.5,0,0.193488940596581,14,0.998748988635079
1998-01-15,1998-01-01,52.5,0,0.190339729189873,15,0.998748988635079
1998-01-16,1998-01-01,52.5,0,0.180151358246803,16,0.998748988635079
1998-01-17,1998-01-01,52.5,0,0.147297888994217,17,0.998748988635079
1998-01-18,1998-01-01,52.5,0,0.135450169444084,18,0.998748988635079
1998-01-19,1998-01-01,52.5,0,0.135939165949821,19,0.998748988635079
1998-01-20,1998-01-01,52.5,0,0.131265476346016,20,0.998748988635079
1998-01-21,1998-01-01,52.5,0,0.143723830580711,21,0.998748988635079
1998-01-22,1998-01-01,52.5,0,0.141834154725075,22,0.998748988635079
1998-01-23,1998-01-01,52.5,0,0.130605831742287,23,0.998748988635079
1998-01-24,1998-01-01,52.5,0,0.0874076262116432,24,0.998748988635079
1998-01-25,1998-01-01,52.5,0,0.0971628725528717,25,0.998748988635079
1998-01-26,1998-01-01,52.5,0,0.113352231681347,26,0.998748988635079
1998-01-27,1998-01-01,52.5,0,0.128700569272041,27,0.998748988635079
1998-01-28,1998-01-01,52.5,0,0.137020349502563,28,0.998748988635079
1998-01-29,1998-01-01,52.5,0,0.12663596868515,29,0.998748988635079
1998-01-30,1998-01-01,52.5,0,0.137802690267563,30,0.998748988635079
1998-01-31,1998-01-01,52.5,0,0.144198536872864,31,0.998748988635079
1998-02-01,1998-01-01,52.5,0,0.169943422079086,32,0.998748988635079
1998-02-02,1998-01-01,52.4,1,0.194432690739632,33,0.998748988635079
1998-02-03,1998-01-01,52.4,1,0.204173117876053,34,0.998748988635079
1998-02-04,1998-01-01,52.4,1,0.224213242530823,35,0.998748988635079
1998-02-05,1998-01-01,52.4,1,0.212040707468987,36,0.998748988635079
1998-02-06,1998-01-01,52.4,1,0.209554433822632,37,0.998748988635079
1998-02-07,1998-01-01,52.4,1,0.247368991374969,38,0.998748988635079
1998-02-08,1998-01-01,52.4,1,0.271598875522614,39,0.998748988635079
1998-02-09,1998-01-01,52.4,1,0.271514862775803,40,0.998748988635079
1998-02-10,1998-01-01,52.4,1,0.288209021091461,41,0.998748988635079
1998-02-11,1998-01-01,52.4,1,0.299837917089462,42,0.998748988635079
1998-02-12,1998-01-01,52.4,1,0.325768917798996,43,0.998748988635079
1998-02-13,1998-01-01,52.4,1,0.321197807788849,44,0.998748988635079
1998-02-14,1998-01-01,52.4,1,0.320288479328156,45,0.998748988635079
1998-02-15,1998-01-01,52.4,1,0.301538944244385,46,0.998748988635079
1998-02-16,1998-01-01,52.4,1,0.303862273693085,47,0.998748988635079
1998-02-17,1998-01-01,52.4,1,0.297912329435349,48,0.998748988635079
1998-02-18,1998-01-01,52.4,1,0.291887998580933,49,0.998748988635079
1998-02-19,1998-01-01,52.4,1,0.282256186008453,50,0.998748988635079
1998-02-20,1998-01-01,52.4,1,0.258681356906891,51,0.998748988635079
1998-02-21,1998-01-01,52.4,1,0.210600778460503,52,0.998748988635079
1998-02-22,1998-01-01,52.4,1,0.21294704079628,53,0.998748988635079
1998-02-23,1998-01-01,52.4,1,0.215701058506966,54,0.998748988635079
1998-02-24,1998-01-01,52.4,1,0.225132405757904,55,0.998748988635079
1998-02-25,1998-01-01,52.4,1,0.227978557348251,56,0.998748988635079
1998-02-26,1998-01-01,52.4,1,0.200338095426559,57,0.998748988635079
1998-02-27,1998-01-01,52.4,1,0.195011720061302,58,0.998748988635079
1998-02-28,1998-01-01,52.4,1,0.186756819486618,59,0.998748988635079
1998-03-01,1998-01-01,52.4,1,0.143838807940483,60,0.998748988635079
1998-03-02,1998-01-01,52.85,2,0.132191672921181,61,0.998748988635079
1998-03-03,1998-01-01,52.85,2,0.133926227688789,62,0.998748988635079
1998-03-04,1998-01-01,52.85,2,0.146718814969063,63,0.998748988635079
1998-03-05,1998-01-01,52.85,2,0.172288149595261,64,0.998748988635079
1998-03-06,1998-01-01,52.85,2,0.164717078208923,65,0.998748988635079
1998-03-07,1998-01-01,52.85,2,0.168595761060715,66,0.998748988635079
